cov;id;i;o;p;it;DS;HS
0;0.25;20;20;6;4;0.1175;0.275584269
0;0.25;20;20;6;5;0.1125;0.212750299
0;0.25;20;20;6;6;0.095;0.282502458
0;0.25;20;20;6;7;0.1125;0.272587653
0;0.25;20;20;6;8;0.085;0.204135868
0;0.25;20;20;6;9;0.1075;0.299135347
0;0.25;20;20;6;10;0.115;0.25097964
0;0.25;20;20;8;1;0.125;0.330857192
0;0.25;20;20;8;2;0.11;0.339936366
0;0.25;20;20;8;3;0.1225;0.381258294
0;0.25;20;20;8;4;0.1325;0.37799098
0;0.25;20;20;8;5;0.09;0.286188765
0;0.25;20;20;8;6;0.12;0.324137755
0;0.25;20;20;8;7;0.115;0.396934607
0;0.25;20;20;8;8;0.13;0.363697718
0;0.25;20;20;8;9;0.1025;0.342464868
0;0.25;20;20;8;10;0.1375;0.424067555
0;0.25;20;20;10;1;0.14;0.4413782
0;0.25;20;20;10;2;0.16;0.496601485
0;0.25;20;20;10;3;0.1225;0.484055753
0;0.25;20;20;10;4;0.13;0.388739047
0;0.25;20;20;10;5;0.1275;0.464807572
0;0.25;20;20;10;6;0.1475;0.483483055
0;0.25;20;20;10;7;0.1525;0.57229638
0;0.25;20;20;10;8;0.12;0.440612144
0;0.25;20;20;10;9;0.125;0.402344337
0;0.25;20;20;10;10;0.14;0.468576465
0;0.25;25;4;2;1;0.03;0.019611093
0;0.25;25;4;2;2;0.08;-0.037404012
0;0.25;25;4;2;3;0.06;0.162886798
0;0.25;25;4;2;4;0.04;0.077320865
0;0.25;25;4;2;5;0.1;0.107173587
0;0.25;25;4;2;6;0.08;0.292658198
0;0.25;25;4;2;7;0.05;-0.089759066
0;0.25;25;4;2;8;0.03;0.045079397
0;0.25;25;4;2;9;0.08;-0.071408395
0;0.25;25;4;2;10;0.06;0.014211324
0;0.25;25;4;4;1;0.08;0.2583942
0;0.25;25;4;4;2;0.05;0.215728847
0;0.25;25;4;4;3;0.09;0.276125101
0;0.25;25;4;4;4;0.06;0.360533773
0;0.25;25;4;4;5;0.04;0.315074589
0;0.25;25;4;4;6;0.04;0.086229761
0;0.25;25;4;4;7;0.09;0.369380816
0;0.25;25;4;4;8;0.07;0.359495379
0;0.25;25;4;4;9;0.08;0.292082007
0;0.25;25;4;4;10;0.05;0.374601189
0;0.25;25;4;6;1;0.05;0.278486599
0;0.25;25;4;6;2;0.12;0.432211833
0;0.25;25;4;6;3;0.07;0.526656058
0;0.25;25;4;6;4;0.1;0.517208965
0;0.25;25;4;6;5;0.04;0.092053236
0;0.25;25;4;6;6;0.01;-0.034067848
0;0.25;25;4;6;7;0.01;0.248893399
0;0.25;25;4;6;8;0.07;0.214113769
0;0.25;25;4;6;9;0.05;0.394304414
0;0.25;25;4;6;10;0.1;0.321862802
0;0.25;25;4;8;1;0.07;0.347158858
0;0.25;25;4;8;2;0.03;0.418635693
0;0.25;25;4;8;3;0.09;0.333934053
0;0.25;25;4;8;4;0.1;0.381617978
0;0.25;25;4;8;5;0.05;0.064304163
0;0.25;25;4;8;6;0.1;0.364299122
0;0.25;25;4;8;7;0.06;0.38822454
0;0.25;25;4;8;8;0.1;0.639930732
0;0.25;25;4;8;9;0.09;0.369023699
0;0.25;25;4;8;10;0.07;0.30074388
0;0.25;25;4;10;1;0.04;0.10942752
0;0.25;25;4;10;2;0.08;0.724768024
0;0.25;25;4;10;3;0.06;0.78579586
0;0.25;25;4;10;4;0.04;0.447190119
0;0.25;25;4;10;5;0.08;0.443105509
0;0.25;25;4;10;6;0.03;0.054491065
0;0.25;25;4;10;7;0.09;0.590384838
0;0.25;25;4;10;8;0.07;0.604825502
0;0.25;25;4;10;9;0.06;0.145095218
0;0.25;25;4;10;10;0.06;0.633740622
0;0.25;25;8;2;1;0.05;0.045079981
0;0.25;25;8;2;2;0.1;0.139506779
0;0.25;25;8;2;3;0.065;0.052223247
0;0.25;25;8;2;4;0.09;0.058662101
0;0.25;25;8;2;5;0.075;0.088463302
0;0.25;25;8;2;6;0.045;0.053973133
0;0.25;25;8;2;7;0.06;0.099244633
0;0.25;25;8;2;8;0.07;0.133911881
0;0.25;25;8;2;9;0.075;0.174596207
0;0.25;25;8;2;10;0.065;0.153374442
0;0.25;25;8;4;1;0.055;0.158518307
0;0.25;25;8;4;2;0.05;0.212032276
0;0.25;25;8;4;3;0.07;0.16899803
0;0.25;25;8;4;4;0.08;0.209725317
0;0.25;25;8;4;5;0.045;0.11126593
0;0.25;25;8;4;6;0.075;0.222108768
0;0.25;25;8;4;7;0.045;0.07265168
0;0.25;25;8;4;8;0.045;0.234450259
0;0.25;25;8;4;9;0.1;0.213503278
0;0.25;25;8;4;10;0.09;0.272207999
0;0.25;25;8;6;1;0.065;0.148338228
0;0.25;25;8;6;2;0.08;0.354550947
0;0.25;25;8;6;3;0.085;0.160102193
0;0.25;25;8;6;4;0.07;0.259697215
0;0.25;25;8;6;5;0.06;0.176620709
0;0.25;25;8;6;6;0.055;0.102533827
0;0.25;25;8;6;7;0.065;0.177877746
0;0.25;25;8;6;8;0.055;0.21709682
0;0.25;25;8;6;9;0.075;0.217219783
0;0.25;25;8;6;10;0.07;0.249179385
0;0.25;25;8;8;1;0.085;0.282865301
0;0.25;25;8;8;2;0.065;0.394808724
0;0.25;25;8;8;3;0.09;0.376823339
0;0.25;25;8;8;4;0.07;0.376589641
0;0.25;25;8;8;5;0.065;0.36486903
0;0.25;25;8;8;6;0.07;0.309046062
0;0.25;25;8;8;7;0.07;0.445104641
0;0.25;25;8;8;8;0.08;0.372734044
0;0.25;25;8;8;9;0.055;0.299686081
0;0.25;25;8;8;10;0.045;0.172474807
0;0.25;25;8;10;1;0.105;0.419031503
0;0.25;25;8;10;2;0.05;0.33726868
0;0.25;25;8;10;3;0.07;0.40547722
0;0.25;25;8;10;4;0.095;0.310045808
0;0.25;25;8;10;5;0.1;0.508780993
0;0.25;25;8;10;6;0.135;0.543511792
0;0.25;25;8;10;7;0.075;0.203938984
0;0.25;25;8;10;8;0.095;0.558984554
0;0.25;25;8;10;9;0.08;0.390951686
0;0.25;25;8;10;10;0.08;0.404033039
0;0.25;25;12;2;1;0.04;0.065258684
0;0.25;25;12;2;2;0.053333333;0.113914917
0;0.25;25;12;2;3;0.07;0.062090992
0;0.25;25;12;2;4;0.063333333;0.108208349
0;0.25;25;12;2;5;0.036666667;0.00765599
0;0.25;25;12;2;6;0.05;0.134778692
0;0.25;25;12;2;7;0.05;0.026821669
0;0.25;25;12;2;8;0.09;0.198686753
0;0.25;25;12;2;9;0.043333333;0.060306023
0;0.25;25;12;2;10;0.083333333;0.075372306
0;0.25;25;12;4;1;0.063333333;0.195998478
0;0.25;25;12;4;2;0.086666667;0.196777398
0;0.25;25;12;4;3;0.06;0.164438528
0;0.25;25;12;4;4;0.043333333;0.183008916
0;0.25;25;12;4;5;0.066666667;0.154754995
0;0.25;25;12;4;6;0.083333333;0.227646435
0;0.25;25;12;4;7;0.053333333;0.062802819
0;0.25;25;12;4;8;0.073333333;0.155958196
0;0.25;25;12;4;9;0.083333333;0.178429992
0;0.25;25;12;4;10;0.036666667;0.102005116
0;0.25;25;12;6;1;0.076666667;0.205877423
0;0.25;25;12;6;2;0.056666667;0.195113141
0;0.25;25;12;6;3;0.073333333;0.309945703
0;0.25;25;12;6;4;0.076666667;0.213082189
0;0.25;25;12;6;5;0.063333333;0.250256613
0;0.25;25;12;6;6;0.1;0.401355946
0;0.25;25;12;6;7;0.076666667;0.401479215
0;0.25;25;12;6;8;0.086666667;0.296671463
0;0.25;25;12;6;9;0.05;0.273735312
0;0.25;25;12;6;10;0.076666667;0.362201323
0;0.25;25;12;8;1;0.093333333;0.314597845
0;0.25;25;12;8;2;0.08;0.45081678
0;0.25;25;12;8;3;0.08;0.390051285
0;0.25;25;12;8;4;0.08;0.339162199
0;0.25;25;12;8;5;0.063333333;0.372500913
0;0.25;25;12;8;6;0.1;0.451907562
0;0.25;25;12;8;7;0.093333333;0.480897849
0;0.25;25;12;8;8;0.09;0.483620962
0;0.25;25;12;8;9;0.053333333;0.292701981
0;0.25;25;12;8;10;0.073333333;0.277936231
0;0.25;25;12;10;1;0.103333333;0.480058789
0;0.25;25;12;10;2;0.116666667;0.441240197
0;0.25;25;12;10;3;0.126666667;0.464044701
0;0.25;25;12;10;4;0.076666667;0.389921216
0;0.25;25;12;10;5;0.083333333;0.405596785
0;0.25;25;12;10;6;0.093333333;0.492858352
0;0.25;25;12;10;7;0.12;0.46561391
0;0.25;25;12;10;8;0.08;0.368638559
0;0.25;25;12;10;9;0.073333333;0.404140755
0;0.25;25;12;10;10;0.1;0.557796297
0;0.25;25;16;2;1;0.045;0.061180542
0;0.25;25;16;2;2;0.0775;0.122341941
0;0.25;25;16;2;3;0.065;0.108265032
0;0.25;25;16;2;4;0.0525;0.063213897
0;0.25;25;16;2;5;0.07;0.144228207
0;0.25;25;16;2;6;0.075;0.072514254
0;0.25;25;16;2;7;0.0725;0.093451287
0;0.25;25;16;2;8;0.0625;0.095403219
0;0.25;25;16;2;9;0.0775;0.143812321
0;0.25;25;16;2;10;0.055;0.112322924
0;0.25;25;16;4;1;0.06;0.151694139
0;0.25;25;16;4;2;0.07;0.127872238
0;0.25;25;16;4;3;0.09;0.215522674
0;0.25;25;16;4;4;0.0775;0.214236655
0;0.25;25;16;4;5;0.075;0.15140077
0;0.25;25;16;4;6;0.0625;0.194060276
0;0.25;25;16;4;7;0.0825;0.235741337
0;0.25;25;16;4;8;0.055;0.114943535
0;0.25;25;16;4;9;0.0575;0.188607891
0;0.25;25;16;4;10;0.05;0.159327821
0;0.25;25;16;6;1;0.0725;0.275103524
0;0.25;25;16;6;2;0.0725;0.234512018
0;0.25;25;16;6;3;0.09;0.243992797
0;0.25;25;16;6;4;0.1175;0.319782809
0;0.25;25;16;6;5;0.0525;0.247656188
0;0.25;25;16;6;6;0.0975;0.287772502
0;0.25;25;16;6;7;0.0675;0.151117473
0;0.25;25;16;6;8;0.0725;0.221076474
0;0.25;25;16;6;9;0.0925;0.243830954
0;0.25;25;16;6;10;0.0875;0.195051171
0;0.25;25;16;8;1;0.0725;0.369528307
0;0.25;25;16;8;2;0.0925;0.41330993
0;0.25;25;16;8;3;0.08;0.37733586
0;0.25;25;16;8;4;0.0775;0.352100211
0;0.25;25;16;8;5;0.0925;0.31510813
0;0.25;25;16;8;6;0.1075;0.453737281
0;0.25;25;16;8;7;0.095;0.367980178
0;0.25;25;16;8;8;0.0925;0.357771804
0;0.25;25;16;8;9;0.115;0.464906064
0;0.25;25;16;8;10;0.095;0.370910309
0;0.25;25;16;10;1;0.095;0.471448777
0;0.25;25;16;10;2;0.1275;0.583928122
0;0.25;25;16;10;3;0.095;0.480812733
0;0.25;25;16;10;4;0.085;0.43816215
0;0.25;25;16;10;5;0.11;0.502903059
0;0.25;25;16;10;6;0.085;0.330171732
0;0.25;25;16;10;7;0.085;0.383371101
0;0.25;25;16;10;8;0.085;0.343435565
0;0.25;25;16;10;9;0.125;0.52282761
0;0.25;25;16;10;10;0.0975;0.399997542
0;0.25;25;20;2;1;0.064;0.0931626
0;0.25;25;20;2;2;0.062;0.075559484
0;0.25;25;20;2;3;0.064;0.084208415
0;0.25;25;20;2;4;0.06;0.094633169
0;0.25;25;20;2;5;0.072;0.105595367
0;0.25;25;20;2;6;0.064;0.082182459
0;0.25;25;20;2;7;0.088;0.122981699
0;0.25;25;20;2;8;0.054;0.085258959
0;0.25;25;20;2;9;0.034;0.067703605
0;0.25;25;20;2;10;0.06;0.127857994
0;0.25;25;20;4;1;0.086;0.180094787
0;0.25;25;20;4;2;0.096;0.156546689
0;0.25;25;20;4;3;0.104;0.214979872
0;0.25;25;20;4;4;0.09;0.115516125
0;0.25;25;20;4;5;0.072;0.157858176
0;0.25;25;20;4;6;0.048;0.190371762
0;0.25;25;20;4;7;0.078;0.172876982
0;0.25;25;20;4;8;0.096;0.20990113
0;0.25;25;20;4;9;0.066;0.166600965
0;0.25;25;20;4;10;0.08;0.150088656
0;0.25;25;20;6;1;0.09;0.268480693
0;0.25;25;20;6;2;0.076;0.342385696
0;0.25;25;20;6;3;0.066;0.203177868
0;0.25;25;20;6;4;0.074;0.295837496
0;0.25;25;20;6;5;0.072;0.272948418
0;0.25;25;20;6;6;0.074;0.231725447
0;0.25;25;20;6;7;0.112;0.25878053
0;0.25;25;20;6;8;0.094;0.307451405
0;0.25;25;20;6;9;0.096;0.238732741
0;0.25;25;20;6;10;0.084;0.280254373
0;0.25;25;20;8;1;0.068;0.258619815
0;0.25;25;20;8;2;0.088;0.290645478
0;0.25;25;20;8;3;0.126;0.43707527
0;0.25;25;20;8;4;0.074;0.299733666
0;0.25;25;20;8;5;0.088;0.313466989
0;0.25;25;20;8;6;0.106;0.391495175
0;0.25;25;20;8;7;0.122;0.410453455
0;0.25;25;20;8;8;0.1;0.269453747
0;0.25;25;20;8;9;0.082;0.331517319
0;0.25;25;20;8;10;0.094;0.356498201
0;0.25;25;20;10;1;0.098;0.459397738
0;0.25;25;20;10;2;0.09;0.366902413
0;0.25;25;20;10;3;0.106;0.475756497
0;0.25;25;20;10;4;0.112;0.463724942
0;0.25;25;20;10;5;0.136;0.554163472
0;0.25;25;20;10;6;0.094;0.419841985
0;0.25;25;20;10;7;0.106;0.318494527
0;0.25;25;20;10;8;0.11;0.465176048
0;0.25;25;20;10;9;0.108;0.443361131
0;0.25;25;20;10;10;0.106;0.427486729
0;0.25;30;4;2;1;0.025;-0.089005223
0;0.25;30;4;2;2;0.083333333;0.07560485
0;0.25;30;4;2;3;0.025;-0.072818816
0;0.25;30;4;2;4;0.05;0.054563064
0;0.25;30;4;2;5;0.075;0.268905331
0;0.25;30;4;2;6;0.058333333;0.016149916
0;0.25;30;4;2;7;0.05;0.174359803
0;0.25;30;4;2;8;0.05;0.178243191
0;0.25;30;4;2;9;0.058333333;0.104340022
0;0.25;30;4;2;10;0.033333333;-0.01227829
0;0.25;30;4;4;1;0.033333333;0.125161336
0;0.25;30;4;4;2;0.05;-0.00781097
0;0.25;30;4;4;3;0.041666667;0.317369656
0;0.25;30;4;4;4;0.1;0.258706908
0;0.25;30;4;4;5;0.066666667;0.224383984
0;0.25;30;4;4;6;0.05;0.220127553
0;0.25;30;4;4;7;0.041666667;0.17938031
0;0.25;30;4;4;8;0.058333333;0.362872108
0;0.25;30;4;4;9;0.066666667;0.163202531
0;0.25;30;4;4;10;0.066666667;0.380296893
0;0.25;30;4;6;1;0.016666667;0.169834315
0;0.25;30;4;6;2;0.108333333;0.379647723
0;0.25;30;4;6;3;0.075;0.676985215
0;0.25;30;4;6;4;0.025;0.335125497
0;0.25;30;4;6;5;0.083333333;0.33603813
0;0.25;30;4;6;6;0.075;0.334320721
0;0.25;30;4;6;7;0.041666667;0.270189978
0;0.25;30;4;6;8;0.066666667;0.227714663
0;0.25;30;4;6;9;0.041666667;0.192819472
0;0.25;30;4;6;10;0.041666667;0.19675177
0;0.25;30;4;8;1;0.083333333;0.270876523
0;0.25;30;4;8;2;0.041666667;0.103536182
0;0.25;30;4;8;3;0.05;0.125802368
0;0.25;30;4;8;4;0.033333333;0.452454749
0;0.25;30;4;8;5;0.033333333;0.183003303
0;0.25;30;4;8;6;0.108333333;0.512866905
0;0.25;30;4;8;7;0.008333333;0.09175875
0;0.25;30;4;8;8;0.125;0.489144463
0;0.25;30;4;8;9;0.083333333;0.605980239
0;0.25;30;4;8;10;0.1;0.478454267
0;0.25;30;4;10;1;0.083333333;0.785364407
0;0.25;30;4;10;2;0.033333333;0.198488313
0;0.25;30;4;10;3;0.066666667;0.466853614
0;0.25;30;4;10;4;0.083333333;0.570725256
0;0.25;30;4;10;5;0.075;0.613837097
0;0.25;30;4;10;6;0.033333333;0.336265431
0;0.25;30;4;10;7;0.033333333;0.561185128
0;0.25;30;4;10;8;0.083333333;0.394663641
0;0.25;30;4;10;9;0.025;0.299414539
0;0.25;30;4;10;10;0.108333333;1.067187613
0;0.25;30;8;2;1;0.033333333;0.047514897
0;0.25;30;8;2;2;0.025;0.058187452
0;0.25;30;8;2;3;0.058333333;0.117176333
0;0.25;30;8;2;4;0.0375;0.067009518
0;0.25;30;8;2;5;0.0375;0.009162136
0;0.25;30;8;2;6;0.075;0.16550208
0;0.25;30;8;2;7;0.016666667;0.06592183
0;0.25;30;8;2;8;0.020833333;0.074560788
0;0.25;30;8;2;9;0.070833333;0.070727927
0;0.25;30;8;2;10;0.0625;0.051825445
0;0.25;30;8;4;1;0.045833333;0.216766153
0;0.25;30;8;4;2;0.070833333;0.231263336
0;0.25;30;8;4;3;0.070833333;0.124352512
0;0.25;30;8;4;4;0.05;0.206185138
0;0.25;30;8;4;5;0.066666667;0.241658574
0;0.25;30;8;4;6;0.083333333;0.211882916
0;0.25;30;8;4;7;0.05;0.18442161
0;0.25;30;8;4;8;0.0375;0.197225644
0;0.25;30;8;4;9;0.0375;0.130547822
0;0.25;30;8;4;10;0.066666667;0.27172785
0;0.25;30;8;6;1;0.066666667;0.211175661
0;0.25;30;8;6;2;0.033333333;0.172294703
0;0.25;30;8;6;3;0.054166667;0.191889757
0;0.25;30;8;6;4;0.066666667;0.42691036
0;0.25;30;8;6;5;0.075;0.430554135
0;0.25;30;8;6;6;0.041666667;0.267237641
0;0.25;30;8;6;7;0.070833333;0.405194301
0;0.25;30;8;6;8;0.066666667;0.172757387
0;0.25;30;8;6;9;0.05;0.314978241
0;0.25;30;8;6;10;0.070833333;0.262489017
0;0.25;30;8;8;1;0.066666667;0.503706413
0;0.25;30;8;8;2;0.045833333;0.165728194
0;0.25;30;8;8;3;0.066666667;0.337551618
0;0.25;30;8;8;4;0.045833333;0.373590297
0;0.25;30;8;8;5;0.083333333;0.372186825
0;0.25;30;8;8;6;0.066666667;0.273143089
0;0.25;30;8;8;7;0.1;0.397205387
0;0.25;30;8;8;8;0.075;0.3197537
0;0.25;30;8;8;9;0.05;0.320889097
0;0.25;30;8;8;10;0.075;0.332367485
0;0.25;30;8;10;1;0.108333333;0.503125307
0;0.25;30;8;10;2;0.058333333;0.457270158
0;0.25;30;8;10;3;0.05;0.49670946
0;0.25;30;8;10;4;0.075;0.452359461
0;0.25;30;8;10;5;0.045833333;0.450217881
0;0.25;30;8;10;6;0.0625;0.545156048
0;0.25;30;8;10;7;0.0625;0.39074756
0;0.25;30;8;10;8;0.05;0.248907217
0;0.25;30;8;10;9;0.075;0.40241931
0;0.25;30;8;10;10;0.079166667;0.565128866
0;0.25;30;12;2;1;0.052777778;0.082064798
0;0.25;30;12;2;2;0.072222222;0.137164937
0;0.25;30;12;2;3;0.058333333;0.089624154
0;0.25;30;12;2;4;0.041666667;0.031054189
0;0.25;30;12;2;5;0.052777778;0.124684916
0;0.25;30;12;2;6;0.030555556;0.077888213
0;0.25;30;12;2;7;0.05;0.102921755
0;0.25;30;12;2;8;0.055555556;0.033103042
0;0.25;30;12;2;9;0.044444444;0.100758488
0;0.25;30;12;2;10;0.044444444;0.103455257
0;0.25;30;12;4;1;0.052777778;0.124978754
0;0.25;30;12;4;2;0.058333333;0.213178959
0;0.25;30;12;4;3;0.05;0.213788369
0;0.25;30;12;4;4;0.075;0.242160482
0;0.25;30;12;4;5;0.055555556;0.102917814
0;0.25;30;12;4;6;0.038888889;0.087947164
0;0.25;30;12;4;7;0.058333333;0.21142523
0;0.25;30;12;4;8;0.069444444;0.236068905
0;0.25;30;12;4;9;0.044444444;0.147647451
0;0.25;30;12;4;10;0.058333333;0.133737596
0;0.25;30;12;6;1;0.083333333;0.236644617
0;0.25;30;12;6;2;0.066666667;0.21535712
0;0.25;30;12;6;3;0.058333333;0.292991671
0;0.25;30;12;6;4;0.072222222;0.25588665
0;0.25;30;12;6;5;0.055555556;0.199176803
0;0.25;30;12;6;6;0.058333333;0.174202904
0;0.25;30;12;6;7;0.105555556;0.413849723
0;0.25;30;12;6;8;0.069444444;0.299823336
0;0.25;30;12;6;9;0.058333333;0.203463896
0;0.25;30;12;6;10;0.072222222;0.342632889
0;0.25;30;12;8;1;0.072222222;0.436812438
0;0.25;30;12;8;2;0.1;0.42941932
0;0.25;30;12;8;3;0.055555556;0.283947332
0;0.25;30;12;8;4;0.069444444;0.304807689
0;0.25;30;12;8;5;0.086111111;0.346283536
0;0.25;30;12;8;6;0.05;0.288231224
0;0.25;30;12;8;7;0.061111111;0.33940103
0;0.25;30;12;8;8;0.061111111;0.255862743
0;0.25;30;12;8;9;0.077777778;0.384678261
0;0.25;30;12;8;10;0.066666667;0.275697678
0;0.25;30;12;10;1;0.075;0.401825422
0;0.25;30;12;10;2;0.072222222;0.555260472
0;0.25;30;12;10;3;0.083333333;0.368853796
0;0.25;30;12;10;4;0.069444444;0.378115027
0;0.25;30;12;10;5;0.108333333;0.470642772
0;0.25;30;12;10;6;0.105555556;0.644497079
0;0.25;30;12;10;7;0.097222222;0.413595611
0;0.25;30;12;10;8;0.088888889;0.459165836
0;0.25;30;12;10;9;0.1;0.44746838
0;0.25;30;12;10;10;0.072222222;0.360846708
0;0.25;30;16;2;1;0.027083333;0.103422473
0;0.25;30;16;2;2;0.045833333;0.074129066
0;0.25;30;16;2;3;0.066666667;0.083855793
0;0.25;30;16;2;4;0.047916667;0.096004487
0;0.25;30;16;2;5;0.041666667;0.024527168
0;0.25;30;16;2;6;0.0625;0.14546695
0;0.25;30;16;2;7;0.058333333;0.073893735
0;0.25;30;16;2;8;0.047916667;0.066811773
0;0.25;30;16;2;9;0.060416667;0.071390633
0;0.25;30;16;2;10;0.058333333;0.162002478
0;0.25;30;16;4;1;0.06875;0.155507831
0;0.25;30;16;4;2;0.06875;0.199018649
0;0.25;30;16;4;3;0.0875;0.188301132
0;0.25;30;16;4;4;0.04375;0.134778096
0;0.25;30;16;4;5;0.064583333;0.155276893
0;0.25;30;16;4;6;0.075;0.142566305
0;0.25;30;16;4;7;0.072916667;0.237976587
0;0.25;30;16;4;8;0.0625;0.145946648
0;0.25;30;16;4;9;0.04375;0.168004529
0;0.25;30;16;4;10;0.0375;0.133965692
0;0.25;30;16;6;1;0.0625;0.188713123
0;0.25;30;16;6;2;0.083333333;0.323203224
0;0.25;30;16;6;3;0.066666667;0.235287163
0;0.25;30;16;6;4;0.08125;0.253280989
0;0.25;30;16;6;5;0.08125;0.295326371
0;0.25;30;16;6;6;0.0625;0.252507756
0;0.25;30;16;6;7;0.0625;0.343317521
0;0.25;30;16;6;8;0.06875;0.251546986
0;0.25;30;16;6;9;0.066666667;0.233277982
0;0.25;30;16;6;10;0.0875;0.242004367
0;0.25;30;16;8;1;0.09375;0.250752037
0;0.25;30;16;8;2;0.095833333;0.337716024
0;0.25;30;16;8;3;0.0625;0.339753914
0;0.25;30;16;8;4;0.085416667;0.421539191
0;0.25;30;16;8;5;0.064583333;0.285803782
0;0.25;30;16;8;6;0.083333333;0.286672306
0;0.25;30;16;8;7;0.072916667;0.282354764
0;0.25;30;16;8;8;0.075;0.384855316
0;0.25;30;16;8;9;0.110416667;0.402477361
0;0.25;30;16;8;10;0.089583333;0.373159591
0;0.25;30;16;10;1;0.072916667;0.423712357
0;0.25;30;16;10;2;0.102083333;0.444778684
0;0.25;30;16;10;3;0.095833333;0.457423377
0;0.25;30;16;10;4;0.079166667;0.379844702
0;0.25;30;16;10;5;0.075;0.439588865
0;0.25;30;16;10;6;0.0875;0.422426153
0;0.25;30;16;10;7;0.075;0.375546527
0;0.25;30;16;10;8;0.064583333;0.257290543
0;0.25;30;16;10;9;0.097916667;0.389032503
0;0.25;30;16;10;10;0.079166667;0.470303952
0;0.25;30;20;2;1;0.035;0.07801235
0;0.25;30;20;2;2;0.051666667;0.065339034
0;0.25;30;20;2;3;0.048333333;0.065005663
0;0.25;30;20;2;4;0.051666667;0.117922201
0;0.25;30;20;2;5;0.056666667;0.057533955
0;0.25;30;20;2;6;0.045;0.085170512
0;0.25;30;20;2;7;0.048333333;0.038102466
0;0.25;30;20;2;8;0.053333333;0.100036938
0;0.25;30;20;2;9;0.063333333;0.125604202
0;0.25;30;20;2;10;0.056666667;0.09058945
0;0.25;30;20;4;1;0.063333333;0.189140414
0;0.25;30;20;4;2;0.06;0.148914258
0;0.25;30;20;4;3;0.073333333;0.17531373
0;0.25;30;20;4;4;0.043333333;0.178394142
0;0.25;30;20;4;5;0.055;0.146016681
0;0.25;30;20;4;6;0.068333333;0.22173063
0;0.25;30;20;4;7;0.058333333;0.163063485
0;0.25;30;20;4;8;0.071666667;0.176908885
0;0.25;30;20;4;9;0.056666667;0.197449233
0;0.25;30;20;4;10;0.066666667;0.203482354
0;0.25;30;20;6;1;0.091666667;0.336113614
0;0.25;30;20;6;2;0.088333333;0.273658445
0;0.25;30;20;6;3;0.05;0.246039761
0;0.25;30;20;6;4;0.086666667;0.302153904
0;0.25;30;20;6;5;0.063333333;0.306608544
0;0.25;30;20;6;6;0.05;0.207391581
0;0.25;30;20;6;7;0.078333333;0.299321318
0;0.25;30;20;6;8;0.078333333;0.266367611
0;0.25;30;20;6;9;0.066666667;0.252590426
0;0.25;30;20;6;10;0.058333333;0.264205434
0;0.25;30;20;8;1;0.076666667;0.396054197
0;0.25;30;20;8;2;0.078333333;0.37479363
0;0.25;30;20;8;3;0.093333333;0.344875172
0;0.25;30;20;8;4;0.098333333;0.384368754
0;0.25;30;20;8;5;0.096666667;0.392600862
0;0.25;30;20;8;6;0.086666667;0.373527655
0;0.25;30;20;8;7;0.078333333;0.28370892
0;0.25;30;20;8;8;0.063333333;0.24161858
0;0.25;30;20;8;9;0.093333333;0.393495503
0;0.25;30;20;8;10;0.093333333;0.453705209
0;0.25;30;20;10;1;0.091666667;0.497782452
0;0.25;30;20;10;2;0.106666667;0.463059041
0;0.25;30;20;10;3;0.103333333;0.408987159
0;0.25;30;20;10;4;0.085;0.392598967
0;0.25;30;20;10;5;0.093333333;0.423297047
0;0.25;30;20;10;6;0.103333333;0.441826526
0;0.25;30;20;10;7;0.078333333;0.398068143
0;0.25;30;20;10;8;0.088333333;0.516381031
0;0.25;30;20;10;9;0.091666667;0.507101031
0;0.25;30;20;10;10;0.075;0.370188592
0;0.25;35;4;2;1;0.05;0.028771074
0;0.25;35;4;2;2;0.028571429;0.063845639
0;0.25;35;4;2;3;0.035714286;0.127577337
0;0.25;35;4;2;4;0.007142857;0.035108312
0;0.25;35;4;2;5;0.05;0.035490161
0;0.25;35;4;2;6;0.035714286;0.127555646
0;0.25;35;4;2;7;0.071428571;0.237671018
0;0.25;35;4;2;8;0.021428571;-0.086119844
0;0.25;35;4;2;9;0.042857143;0.050367682
0;0.25;35;4;2;10;0.028571429;0.08439028
0;0.25;35;4;4;1;0.05;0.032101402
0;0.25;35;4;4;2;0.064285714;0.362126737
0;0.25;35;4;4;3;0;0.008131859
0;0.25;35;4;4;4;0.057142857;0.409689243
0;0.25;35;4;4;5;0.035714286;0.132137476
0;0.25;35;4;4;6;0.035714286;0.213451403
0;0.25;35;4;4;7;0.071428571;0.169063512
0;0.25;35;4;4;8;0.064285714;0.188891489
0;0.25;35;4;4;9;0.028571429;0.249937807
0;0.25;35;4;4;10;0.014285714;0.162284856
0;0.25;35;4;6;1;0.014285714;0.203305628
0;0.25;35;4;6;2;0.035714286;0.270749068
0;0.25;35;4;6;3;0.05;0.268271364
0;0.25;35;4;6;4;0.028571429;0.091109069
0;0.25;35;4;6;5;0.064285714;0.298395438
0;0.25;35;4;6;6;0.057142857;0.203346069
0;0.25;35;4;6;7;0.071428571;0.238638104
0;0.25;35;4;6;8;0.042857143;0.20709145
0;0.25;35;4;6;9;0.028571429;0.227342815
0;0.25;35;4;6;10;0.071428571;0.579048242
0;0.25;35;4;8;1;0.078571429;0.536398759
0;0.25;35;4;8;2;0.057142857;0.359218821
