cov;id;i;o;p;it;DS;HS
0;1.66;40;20;4;4;0.53875;3.898044629
0;1.66;40;20;4;5;0.49625;3.812603897
0;1.66;40;20;4;6;0.50875;3.77088305
0;1.66;40;20;4;7;0.5375;3.969143365
0;1.66;40;20;4;8;0.52875;3.918012826
0;1.66;40;20;4;9;0.47;3.826827795
0;1.66;40;20;4;10;0.48625;3.834748961
0;1.66;40;20;6;1;0.72625;5.650891328
0;1.66;40;20;6;2;0.70125;5.724702244
0;1.66;40;20;6;3;0.72125;5.868622156
0;1.66;40;20;6;4;0.72125;5.712362426
0;1.66;40;20;6;5;0.70125;5.756084398
0;1.66;40;20;6;6;0.6775;5.715297625
0;1.66;40;20;6;7;0.7375;5.770828609
0;1.66;40;20;6;8;0.69125;5.638827234
0;1.66;40;20;6;9;0.71125;5.731983706
0;1.66;40;20;6;10;0.75;5.829048267
0;1.66;40;20;8;1;0.895;7.637083373
0;1.66;40;20;8;2;0.8625;7.609275409
0;1.66;40;20;8;3;0.8675;7.76660757
0;1.66;40;20;8;4;0.88;7.524883774
0;1.66;40;20;8;5;0.87;7.756578142
0;1.66;40;20;8;6;0.835;7.642707562
0;1.66;40;20;8;7;0.85375;7.616155667
0;1.66;40;20;8;8;0.8775;7.755770542
0;1.66;40;20;8;9;0.87;7.716089358
0;1.66;40;20;8;10;0.85125;7.583682347
0;1.66;40;20;10;1;0.93875;9.542074971
0;1.66;40;20;10;2;0.9225;9.417281924
0;1.66;40;20;10;3;0.9225;9.493331227
0;1.66;40;20;10;4;0.92125;9.572324747
0;1.66;40;20;10;5;0.94375;9.537180089
0;1.66;40;20;10;6;0.9275;9.426691367
0;1.66;40;20;10;7;0.93625;9.685118298
0;1.66;40;20;10;8;0.92625;9.658641903
0;1.66;40;20;10;9;0.9475;9.727614522
0;1.66;40;20;10;10;0.9325;9.59297323
0;2;5;4;2;1;0.55;2.289798467
0;2;5;4;2;2;0.7;2.799752848
0;2;5;4;2;3;0.8;2.437424305
0;2;5;4;2;4;0.7;2.286992143
0;2;5;4;2;5;0.85;3.269680742
0;2;5;4;2;6;0.6;1.936746887
0;2;5;4;2;7;0.45;2.482351039
0;2;5;4;2;8;0.8;2.657819988
0;2;5;4;2;9;0.35;2.221301457
0;2;5;4;2;10;0.8;2.514325726
0;2;5;4;4;1;1;5.308143809
0;2;5;4;4;2;0.85;5.213234307
0;2;5;4;4;3;0.85;5.050961781
0;2;5;4;4;4;1;5.514262924
0;2;5;4;4;5;0.9;4.974220649
0;2;5;4;4;6;0.8;4.287910408
0;2;5;4;4;7;0.95;4.942331242
0;2;5;4;4;8;0.9;4.509569835
0;2;5;4;4;9;0.65;4.645951916
0;2;5;4;4;10;0.85;4.391825214
0;2;5;4;6;1;0.9;6.965515449
0;2;5;4;6;2;1;7.096417015
0;2;5;4;6;3;1;7.250465568
0;2;5;4;6;4;0.8;5.241968649
0;2;5;4;6;5;0.65;5.408943192
0;2;5;4;6;6;0.9;7.398608216
0;2;5;4;6;7;0.65;6.026584902
0;2;5;4;6;8;0.95;7.102861641
0;2;5;4;6;9;0.9;6.720642934
0;2;5;4;6;10;1;6.8986193
0;2;5;4;8;1;0.95;8.52757461
0;2;5;4;8;2;0.9;8.541603749
0;2;5;4;8;3;0.85;9.916741836
0;2;5;4;8;4;0.9;9.98526153
0;2;5;4;8;5;0.85;8.558928978
0;2;5;4;8;6;1;9.861955176
0;2;5;4;8;7;0.95;8.410107557
0;2;5;4;8;8;1;10.93727489
0;2;5;4;8;9;0.85;8.967383158
0;2;5;4;8;10;0.75;9.16629749
0;2;5;4;10;1;0.9;11.83919868
0;2;5;4;10;2;1;10.82892001
0;2;5;4;10;3;0.85;11.54018373
0;2;5;4;10;4;0.85;12.23732784
0;2;5;4;10;5;0.75;11.99334123
0;2;5;4;10;6;0.95;12.22357801
0;2;5;4;10;7;0.95;12.75994277
0;2;5;4;10;8;0.9;12.41799478
0;2;5;4;10;9;1;12.62481285
0;2;5;4;10;10;0.9;11.4459536
0;2;5;8;2;1;0.75;2.185717563
0;2;5;8;2;2;0.675;2.316863083
0;2;5;8;2;3;0.725;2.236809629
0;2;5;8;2;4;0.9;2.267721611
0;2;5;8;2;5;0.65;2.318220669
0;2;5;8;2;6;0.75;2.321510866
0;2;5;8;2;7;0.75;2.235160872
0;2;5;8;2;8;0.8;2.239050294
0;2;5;8;2;9;0.575;2.060676743
0;2;5;8;2;10;0.825;2.432434439
0;2;5;8;4;1;0.975;4.674523913
0;2;5;8;4;2;1;5.317689268
0;2;5;8;4;3;0.975;5.343366604
0;2;5;8;4;4;0.925;4.602992914
0;2;5;8;4;5;0.875;4.072085319
0;2;5;8;4;6;1;4.551006984
0;2;5;8;4;7;0.925;5.171736939
0;2;5;8;4;8;0.95;4.685826802
0;2;5;8;4;9;0.75;4.225323088
0;2;5;8;4;10;0.9;4.513284922
0;2;5;8;6;1;0.95;7.154249959
0;2;5;8;6;2;0.95;6.419466224
0;2;5;8;6;3;1;7.449577808
0;2;5;8;6;4;0.95;7.417526255
0;2;5;8;6;5;0.975;7.274229408
0;2;5;8;6;6;0.925;6.723680263
0;2;5;8;6;7;1;7.233546757
0;2;5;8;6;8;1;6.997175268
0;2;5;8;6;9;1;7.354828828
0;2;5;8;6;10;0.95;7.117971571
0;2;5;8;8;1;1;9.351158744
0;2;5;8;8;2;0.975;9.792960027
0;2;5;8;8;3;1;9.318041702
0;2;5;8;8;4;1;8.638961287
0;2;5;8;8;5;1;9.175859379
0;2;5;8;8;6;1;9.749998793
0;2;5;8;8;7;1;8.430539346
0;2;5;8;8;8;1;9.610152617
0;2;5;8;8;9;1;9.752806869
0;2;5;8;8;10;0.975;9.915850514
0;2;5;8;10;1;1;11.39669812
0;2;5;8;10;2;0.975;11.72528561
0;2;5;8;10;3;0.95;11.70449617
0;2;5;8;10;4;1;10.74471712
0;2;5;8;10;5;0.975;11.74779398
0;2;5;8;10;6;0.975;12.16613898
0;2;5;8;10;7;1;11.68280097
0;2;5;8;10;8;0.975;10.9002501
0;2;5;8;10;9;1;12.27887994
0;2;5;8;10;10;0.975;11.29010782
0;2;5;12;2;1;0.616666667;2.004831258
0;2;5;12;2;2;0.666666667;2.340751732
0;2;5;12;2;3;0.716666667;2.253614645
0;2;5;12;2;4;0.616666667;2.225835009
0;2;5;12;2;5;0.783333333;2.574600136
0;2;5;12;2;6;0.666666667;2.419592005
0;2;5;12;2;7;0.733333333;2.185626458
0;2;5;12;2;8;0.683333333;2.104212205
0;2;5;12;2;9;0.483333333;2.119871893
0;2;5;12;2;10;0.783333333;2.574904765
0;2;5;12;4;1;0.883333333;5.204094048
0;2;5;12;4;2;0.933333333;4.843490603
0;2;5;12;4;3;0.916666667;4.947570029
0;2;5;12;4;4;0.9;4.517536507
0;2;5;12;4;5;0.983333333;5.445144264
0;2;5;12;4;6;0.9;4.455359311
0;2;5;12;4;7;0.983333333;4.497739793
0;2;5;12;4;8;0.933333333;4.493409882
0;2;5;12;4;9;0.9;4.408174291
0;2;5;12;4;10;0.933333333;4.671755221
0;2;5;12;6;1;0.966666667;6.455853826
0;2;5;12;6;2;0.933333333;6.879202185
0;2;5;12;6;3;0.983333333;7.287450069
0;2;5;12;6;4;0.983333333;6.63044778
0;2;5;12;6;5;0.966666667;6.67769603
0;2;5;12;6;6;0.966666667;6.404287241
0;2;5;12;6;7;0.95;6.846123115
0;2;5;12;6;8;0.966666667;6.847994165
0;2;5;12;6;9;0.983333333;7.167845639
0;2;5;12;6;10;0.966666667;7.108817435
0;2;5;12;8;1;0.983333333;9.265370373
0;2;5;12;8;2;0.983333333;9.740951081
0;2;5;12;8;3;1;9.370190895
0;2;5;12;8;4;1;9.390085353
0;2;5;12;8;5;1;10.36292298
0;2;5;12;8;6;0.966666667;9.247144319
0;2;5;12;8;7;1;9.435995875
0;2;5;12;8;8;1;9.580728524
0;2;5;12;8;9;1;9.183082535
0;2;5;12;8;10;1;9.360655122
0;2;5;12;10;1;1;12.13211568
0;2;5;12;10;2;1;11.26167512
0;2;5;12;10;3;1;11.97866959
0;2;5;12;10;4;1;12.23272831
0;2;5;12;10;5;1;12.14922269
0;2;5;12;10;6;1;11.64582383
0;2;5;12;10;7;1;12.0085679
0;2;5;12;10;8;1;11.29343145
0;2;5;12;10;9;1;11.61539012
0;2;5;12;10;10;1;11.46806964
0;2;5;16;2;1;0.8;2.121561891
0;2;5;16;2;2;0.75;2.582677321
0;2;5;16;2;3;0.8375;2.409836496
0;2;5;16;2;4;0.8625;2.317890427
0;2;5;16;2;5;0.8125;2.628078192
0;2;5;16;2;6;0.7625;2.545135881
0;2;5;16;2;7;0.7;2.546599534
0;2;5;16;2;8;0.7;2.502881411
0;2;5;16;2;9;0.7375;2.014236809
0;2;5;16;2;10;0.675;2.613290052
0;2;5;16;4;1;0.875;4.145327879
0;2;5;16;4;2;0.8875;4.75168316
0;2;5;16;4;3;0.925;4.754759663
0;2;5;16;4;4;0.85;4.636134488
0;2;5;16;4;5;0.8875;4.266631009
0;2;5;16;4;6;0.9375;4.969626462
0;2;5;16;4;7;0.9375;4.600891299
0;2;5;16;4;8;0.9125;4.587740038
0;2;5;16;4;9;0.9625;4.693194909
0;2;5;16;4;10;0.975;4.830826711
0;2;5;16;6;1;0.975;7.474731894
0;2;5;16;6;2;0.95;6.553445315
0;2;5;16;6;3;0.9875;6.994039409
0;2;5;16;6;4;0.975;6.975345695
0;2;5;16;6;5;0.9375;6.74811205
0;2;5;16;6;6;1;7.220232176
0;2;5;16;6;7;0.975;7.332869777
0;2;5;16;6;8;0.9875;7.034645771
0;2;5;16;6;9;0.9875;6.696664271
0;2;5;16;6;10;1;6.903263441
0;2;5;16;8;1;1;8.947869391
0;2;5;16;8;2;1;10.07925992
0;2;5;16;8;3;0.9875;8.827490381
0;2;5;16;8;4;1;10.04668393
0;2;5;16;8;5;1;9.365749768
0;2;5;16;8;6;0.9875;9.278661131
0;2;5;16;8;7;1;9.579405826
0;2;5;16;8;8;1;9.410674788
0;2;5;16;8;9;1;9.393557813
0;2;5;16;8;10;1;9.240615541
0;2;5;16;10;1;1;11.85474378
0;2;5;16;10;2;1;12.13089837
0;2;5;16;10;3;1;10.96629523
0;2;5;16;10;4;0.9875;11.63817144
0;2;5;16;10;5;1;11.86041638
0;2;5;16;10;6;1;11.8491864
0;2;5;16;10;7;1;11.93043541
0;2;5;16;10;8;1;11.76368108
0;2;5;16;10;9;1;11.91570594
0;2;5;16;10;10;1;11.59440656
0;2;5;20;2;1;0.7;2.390064458
0;2;5;20;2;2;0.72;2.43447493
0;2;5;20;2;3;0.73;2.453286872
0;2;5;20;2;4;0.71;2.353930671
0;2;5;20;2;5;0.78;2.185846006
0;2;5;20;2;6;0.75;2.269019404
0;2;5;20;2;7;0.8;2.2907189
0;2;5;20;2;8;0.64;2.591994192
0;2;5;20;2;9;0.79;2.486849681
0;2;5;20;2;10;0.85;2.543916541
0;2;5;20;4;1;0.98;4.986288611
0;2;5;20;4;2;0.92;4.672768459
0;2;5;20;4;3;0.93;4.390264962
0;2;5;20;4;4;0.97;4.524693311
0;2;5;20;4;5;0.88;4.960426485
0;2;5;20;4;6;0.97;4.899892439
0;2;5;20;4;7;0.84;4.596194166
0;2;5;20;4;8;0.99;4.672627667
0;2;5;20;4;9;0.9;4.951243772
0;2;5;20;4;10;0.96;4.779788222
0;2;5;20;6;1;0.99;6.662681436
0;2;5;20;6;2;0.98;7.164390772
0;2;5;20;6;3;0.93;7.078710563
0;2;5;20;6;4;1;6.787727261
0;2;5;20;6;5;0.99;6.722136597
0;2;5;20;6;6;1;6.430980421
0;2;5;20;6;7;1;6.979444696
0;2;5;20;6;8;0.96;6.963184127
0;2;5;20;6;9;0.98;6.919219812
0;2;5;20;6;10;0.99;7.291777114
0;2;5;20;8;1;1;9.184454116
0;2;5;20;8;2;0.96;8.942593239
0;2;5;20;8;3;1;8.909130337
0;2;5;20;8;4;1;9.605563794
0;2;5;20;8;5;1;9.518361361
0;2;5;20;8;6;0.96;9.364332679
0;2;5;20;8;7;1;9.023625413
0;2;5;20;8;8;1;9.340125987
0;2;5;20;8;9;0.98;8.979192133
0;2;5;20;8;10;1;9.093086796
0;2;5;20;10;1;1;11.3251012
0;2;5;20;10;2;1;11.1478333
0;2;5;20;10;3;0.98;12.045128
0;2;5;20;10;4;1;11.77041074
0;2;5;20;10;5;1;11.49675657
0;2;5;20;10;6;1;11.41119277
0;2;5;20;10;7;1;10.96393262
0;2;5;20;10;8;1;11.23050181
0;2;5;20;10;9;1;12.09994844
0;2;5;20;10;10;1;11.33411259
0;2;10;4;2;1;0.475;2.20572313
0;2;10;4;2;2;0.575;2.439702855
0;2;10;4;2;3;0.525;2.403913905
0;2;10;4;2;4;0.625;2.698589526
0;2;10;4;2;5;0.425;2.332223139
0;2;10;4;2;6;0.425;2.0131843
0;2;10;4;2;7;0.475;2.578440029
0;2;10;4;2;8;0.6;2.694643435
0;2;10;4;2;9;0.55;2.432657939
0;2;10;4;2;10;0.475;2.207317813
0;2;10;4;4;1;0.825;4.893431177
0;2;10;4;4;2;0.8;4.843232098
0;2;10;4;4;3;0.7;4.05610505
0;2;10;4;4;4;0.75;4.306276447
0;2;10;4;4;5;0.85;5.081476413
0;2;10;4;4;6;0.75;4.838841401
0;2;10;4;4;7;0.825;4.691886361
0;2;10;4;4;8;0.875;4.5083453
0;2;10;4;4;9;0.85;4.574592368
0;2;10;4;4;10;0.8;4.738279932
0;2;10;4;6;1;0.875;7.32649528
0;2;10;4;6;2;0.95;6.867839012
0;2;10;4;6;3;0.8;7.942202855
0;2;10;4;6;4;0.925;6.62363698
0;2;10;4;6;5;0.875;7.632190268
0;2;10;4;6;6;0.95;7.400235219
0;2;10;4;6;7;0.825;6.54798641
0;2;10;4;6;8;0.85;6.547058225
0;2;10;4;6;9;0.9;7.533544143
0;2;10;4;6;10;0.95;7.137637963
0;2;10;4;8;1;0.95;8.837482572
0;2;10;4;8;2;0.975;9.619827668
0;2;10;4;8;3;0.925;9.777637469
0;2;10;4;8;4;0.925;9.34189101
0;2;10;4;8;5;0.85;9.543657914
0;2;10;4;8;6;0.925;9.283264378
0;2;10;4;8;7;0.875;8.393715055
0;2;10;4;8;8;1;10.27285908
0;2;10;4;8;9;1;9.294503756
0;2;10;4;8;10;0.95;9.343152937
0;2;10;4;10;1;0.975;11.16312874
0;2;10;4;10;2;0.975;12.41006054
0;2;10;4;10;3;0.975;12.26108129
0;2;10;4;10;4;0.975;11.55965718
0;2;10;4;10;5;0.95;12.31104873
0;2;10;4;10;6;1;11.9344567
0;2;10;4;10;7;0.9;11.9161542
0;2;10;4;10;8;1;12.64436972
0;2;10;4;10;9;0.975;11.47081955
0;2;10;4;10;10;0.975;11.43011821
0;2;10;8;2;1;0.55;2.306911769
0;2;10;8;2;2;0.5375;2.292749796
0;2;10;8;2;3;0.4875;2.284641243
0;2;10;8;2;4;0.6;2.11163301
0;2;10;8;2;5;0.6625;2.420011368
0;2;10;8;2;6;0.5625;2.441236353
0;2;10;8;2;7;0.575;2.817769881
0;2;10;8;2;8;0.5625;2.356371758
0;2;10;8;2;9;0.4875;2.061429565
0;2;10;8;2;10;0.45;2.385175377
0;2;10;8;4;1;0.7625;4.433732115
0;2;10;8;4;2;0.8875;4.523259982
0;2;10;8;4;3;0.85;5.137870056
0;2;10;8;4;4;0.8375;4.74267818
0;2;10;8;4;5;0.8125;4.761321865
0;2;10;8;4;6;0.7875;4.50209616
0;2;10;8;4;7;0.8875;4.72774427
0;2;10;8;4;8;0.8625;4.794837191
0;2;10;8;4;9;0.8125;4.637101966
0;2;10;8;4;10;0.75;4.339953664
0;2;10;8;6;1;0.9625;7.564909856
0;2;10;8;6;2;0.95;6.812793827
0;2;10;8;6;3;0.975;6.995207288
0;2;10;8;6;4;0.8875;6.901258839
0;2;10;8;6;5;0.95;7.243119296
0;2;10;8;6;6;0.95;7.16401498
0;2;10;8;6;7;0.9;6.450294555
0;2;10;8;6;8;0.975;6.621726953
0;2;10;8;6;9;0.9;6.820058238
0;2;10;8;6;10;1;6.734486398
0;2;10;8;8;1;1;9.543334019
0;2;10;8;8;2;0.9625;8.744484951
0;2;10;8;8;3;0.975;9.239895168
0;2;10;8;8;4;0.95;10.17485787
0;2;10;8;8;5;1;9.401939097
0;2;10;8;8;6;0.9375;9.511326387
0;2;10;8;8;7;0.9625;8.470929185
0;2;10;8;8;8;0.975;9.233940885
0;2;10;8;8;9;0.8875;9.487686622
0;2;10;8;8;10;0.9875;9.522103465
0;2;10;8;10;1;0.9875;11.34514258
0;2;10;8;10;2;0.975;12.16970761
0;2;10;8;10;3;0.9875;12.01920339
0;2;10;8;10;4;0.9875;11.25358281
0;2;10;8;10;5;0.975;11.28760841
0;2;10;8;10;6;0.9875;11.94454822
0;2;10;8;10;7;1;11.51349649
0;2;10;8;10;8;1;11.74257223
0;2;10;8;10;9;0.9875;11.86414536
0;2;10;8;10;10;1;11.75587454
0;2;10;12;2;1;0.533333333;2.345712049
0;2;10;12;2;2;0.6;2.390984412
0;2;10;12;2;3;0.633333333;2.498578309
0;2;10;12;2;4;0.566666667;2.424143761
0;2;10;12;2;5;0.641666667;2.34512596
0;2;10;12;2;6;0.433333333;2.431321285
0;2;10;12;2;7;0.558333333;2.178462371
0;2;10;12;2;8;0.583333333;2.339860079
0;2;10;12;2;9;0.633333333;2.30261407
0;2;10;12;2;10;0.583333333;2.284672634
0;2;10;12;4;1;0.85;4.969845712
0;2;10;12;4;2;0.791666667;4.529805782
0;2;10;12;4;3;0.85;4.65434552
0;2;10;12;4;4;0.858333333;4.532484504
0;2;10;12;4;5;0.875;4.704729249
0;2;10;12;4;6;0.841666667;4.753692583
0;2;10;12;4;7;0.691666667;4.368947305
0;2;10;12;4;8;0.816666667;4.549672464
0;2;10;12;4;9;0.883333333;4.598357308
0;2;10;12;4;10;0.875;5.030590115
0;2;10;12;6;1;0.966666667;7.43108618
0;2;10;12;6;2;0.958333333;6.797736603
0;2;10;12;6;3;0.975;7.169356656
0;2;10;12;6;4;0.975;7.456735385
0;2;10;12;6;5;0.891666667;7.128238068
0;2;10;12;6;6;0.95;6.861148707
0;2;10;12;6;7;0.941666667;7.240491204
0;2;10;12;6;8;0.916666667;6.630075969
0;2;10;12;6;9;0.966666667;7.010955547
0;2;10;12;6;10;0.966666667;6.944149437
0;2;10;12;8;1;0.966666667;9.018184861
0;2;10;12;8;2;0.958333333;9.392952086
0;2;10;12;8;3;0.966666667;9.496238581
0;2;10;12;8;4;1;9.38715121
0;2;10;12;8;5;0.983333333;9.631911972
0;2;10;12;8;6;0.983333333;9.642751375
0;2;10;12;8;7;0.95;8.897084937
0;2;10;12;8;8;0.975;9.807717629
0;2;10;12;8;9;0.983333333;9.557427352
0;2;10;12;8;10;0.991666667;9.541929139
0;2;10;12;10;1;0.991666667;11.54816743
0;2;10;12;10;2;0.991666667;11.35722438
0;2;10;12;10;3;1;11.66378352
0;2;10;12;10;4;0.983333333;11.13522842
0;2;10;12;10;5;1;11.48186063
0;2;10;12;10;6;0.991666667;11.40946625
0;2;10;12;10;7;0.991666667;11.99828214
0;2;10;12;10;8;0.991666667;11.05022327
0;2;10;12;10;9;0.991666667;11.57322699
0;2;10;12;10;10;0.966666667;11.37169656
0;2;10;16;2;1;0.51875;2.314132734
0;2;10;16;2;2;0.5875;2.335879962
0;2;10;16;2;3;0.5125;2.330686456
0;2;10;16;2;4;0.475;2.045299299
0;2;10;16;2;5;0.6625;2.457128441
0;2;10;16;2;6;0.56875;2.451070787
0;2;10;16;2;7;0.59375;2.200496296
0;2;10;16;2;8;0.5875;2.304952121
0;2;10;16;2;9;0.5875;2.119967399
0;2;10;16;2;10;0.5375;2.14308598
0;2;10;16;4;1;0.8875;4.687120839
0;2;10;16;4;2;0.85;4.696923548
0;2;10;16;4;3;0.8625;4.607976438
0;2;10;16;4;4;0.85625;4.443438633
0;2;10;16;4;5;0.85625;4.466484666
0;2;10;16;4;6;0.88125;4.744716513
0;2;10;16;4;7;0.8375;4.602615372
0;2;10;16;4;8;0.9125;5.01997411
0;2;10;16;4;9;0.84375;4.373836012
0;2;10;16;4;10;0.7625;4.312106025
0;2;10;16;6;1;0.91875;6.76920054
0;2;10;16;6;2;0.96875;6.799794502
0;2;10;16;6;3;0.95;6.9372215
0;2;10;16;6;4;0.98125;7.27418654
0;2;10;16;6;5;0.95625;7.081572708
0;2;10;16;6;6;0.93125;6.969273482
0;2;10;16;6;7;0.975;6.943771442
0;2;10;16;6;8;0.9375;7.145437874
0;2;10;16;6;9;0.95625;6.883692567
0;2;10;16;6;10;0.95;6.80396332
0;2;10;16;8;1;0.975;9.219100278
0;2;10;16;8;2;0.975;9.434258609
0;2;10;16;8;3;0.9875;8.995447316
0;2;10;16;8;4;1;8.990407385
0;2;10;16;8;5;1;9.704323561
0;2;10;16;8;6;0.99375;9.322550319
0;2;10;16;8;7;0.9875;9.492947696
0;2;10;16;8;8;1;9.431030976
0;2;10;16;8;9;0.98125;9.077021458
0;2;10;16;8;10;0.99375;10.03842632
0;2;10;16;10;1;1;11.66594823
0;2;10;16;10;2;0.9875;11.20522483
0;2;10;16;10;3;0.99375;11.43038563
0;2;10;16;10;4;0.98125;11.60812285
0;2;10;16;10;5;0.99375;11.71873773
0;2;10;16;10;6;0.99375;11.71644189
0;2;10;16;10;7;1;11.40344802
0;2;10;16;10;8;0.9875;11.07982016
0;2;10;16;10;9;0.9875;10.92600799
0;2;10;16;10;10;1;11.60200935
0;2;10;20;2;1;0.58;2.387566504
0;2;10;20;2;2;0.605;2.346239535
0;2;10;20;2;3;0.515;2.553573704
0;2;10;20;2;4;0.585;2.38598131
0;2;10;20;2;5;0.615;2.380541506
0;2;10;20;2;6;0.56;2.389877506
0;2;10;20;2;7;0.64;2.399780683
0;2;10;20;2;8;0.615;2.509714964
0;2;10;20;2;9;0.53;2.347610043
0;2;10;20;2;10;0.47;2.343233047
0;2;10;20;4;1;0.87;4.634199029
0;2;10;20;4;2;0.855;4.582092789
0;2;10;20;4;3;0.785;4.532496776
0;2;10;20;4;4;0.765;4.532318758
0;2;10;20;4;5;0.805;4.596355267
0;2;10;20;4;6;0.86;4.557511536
0;2;10;20;4;7;0.795;4.43580576
0;2;10;20;4;8;0.89;4.478659267
0;2;10;20;4;9;0.775;4.607307798
0;2;10;20;4;10;0.9;4.448921488
0;2;10;20;6;1;0.95;7.099331417
0;2;10;20;6;2;0.96;7.157869191
0;2;10;20;6;3;0.985;7.31412326
0;2;10;20;6;4;0.96;6.90972248
0;2;10;20;6;5;0.955;6.861038419
0;2;10;20;6;6;0.945;6.979346137
0;2;10;20;6;7;0.975;7.068680023
0;2;10;20;6;8;0.98;7.050230374
0;2;10;20;6;9;0.945;7.126076776
0;2;10;20;6;10;0.97;6.834883103
0;2;10;20;8;1;0.975;9.289817941
0;2;10;20;8;2;0.995;9.161135176
0;2;10;20;8;3;0.995;9.282230548
0;2;10;20;8;4;1;9.035544657
0;2;10;20;8;5;1;9.302944383
0;2;10;20;8;6;0.99;9.378962532
0;2;10;20;8;7;0.985;8.843489405
0;2;10;20;8;8;0.995;9.395112121
0;2;10;20;8;9;0.985;9.425873116
0;2;10;20;8;10;0.99;9.254161058
0;2;10;20;10;1;1;11.58306521
0;2;10;20;10;2;0.995;11.9402628
0;2;10;20;10;3;0.995;11.76562602
0;2;10;20;10;4;0.995;11.85475248
0;2;10;20;10;5;1;11.49502517
0;2;10;20;10;6;1;10.93844441
0;2;10;20;10;7;0.995;11.5015072
0;2;10;20;10;8;0.985;11.44048259
0;2;10;20;10;9;1;11.6409527
0;2;10;20;10;10;0.995;11.3106788
0;2;15;4;2;1;0.383333333;2.107240891
0;2;15;4;2;2;0.4;2.34105442
0;2;15;4;2;3;0.35;2.334932376
0;2;15;4;2;4;0.316666667;1.953672541
0;2;15;4;2;5;0.433333333;2.292745123
0;2;15;4;2;6;0.333333333;2.478565049
0;2;15;4;2;7;0.483333333;2.370991779
0;2;15;4;2;8;0.4;2.147993315
0;2;15;4;2;9;0.45;2.407206278
0;2;15;4;2;10;0.533333333;2.697369919
0;2;15;4;4;1;0.75;5.119729513
0;2;15;4;4;2;0.75;4.60013567
0;2;15;4;4;3;0.666666667;4.712034155
0;2;15;4;4;4;0.7;4.562459961
0;2;15;4;4;5;0.683333333;5.402680982
0;2;15;4;4;6;0.85;5.217842596
0;2;15;4;4;7;0.666666667;4.444270357
0;2;15;4;4;8;0.783333333;4.674752421
0;2;15;4;4;9;0.75;4.586898337
0;2;15;4;4;10;0.65;4.130312634
0;2;15;4;6;1;0.85;7.342091483
0;2;15;4;6;2;0.833333333;6.773608787
0;2;15;4;6;3;0.816666667;6.81291795
0;2;15;4;6;4;0.916666667;6.824699052
0;2;15;4;6;5;0.783333333;6.912592085
0;2;15;4;6;6;0.816666667;6.915634229
0;2;15;4;6;7;0.833333333;6.926648844
0;2;15;4;6;8;0.933333333;7.220699999
0;2;15;4;6;9;0.833333333;7.148893594
0;2;15;4;6;10;0.9;6.712068823
0;2;15;4;8;1;1;10.01288186
0;2;15;4;8;2;0.883333333;9.307224895
0;2;15;4;8;3;0.866666667;9.535855816
0;2;15;4;8;4;0.933333333;8.975494975
0;2;15;4;8;5;0.966666667;9.105260435
0;2;15;4;8;6;0.95;9.635568696
0;2;15;4;8;7;0.9;9.264191819
0;2;15;4;8;8;0.766666667;9.777207098
0;2;15;4;8;9;0.95;9.567724065
0;2;15;4;8;10;0.816666667;8.694236633
0;2;15;4;10;1;0.933333333;11.97190774
0;2;15;4;10;2;1;12.09113899
0;2;15;4;10;3;0.95;11.03138288
0;2;15;4;10;4;0.95;12.49243895
0;2;15;4;10;5;0.983333333;10.97101045
0;2;15;4;10;6;0.95;12.95153567
0;2;15;4;10;7;0.966666667;12.3679116
0;2;15;4;10;8;0.983333333;11.91103555
0;2;15;4;10;9;0.966666667;11.67078175
0;2;15;4;10;10;1;12.12158918
0;2;15;8;2;1;0.541666667;2.498401846
0;2;15;8;2;2;0.45;2.37361959
0;2;15;8;2;3;0.4;2.323130619
0;2;15;8;2;4;0.416666667;2.48405877
0;2;15;8;2;5;0.375;2.431270004
0;2;15;8;2;6;0.45;2.166195406
0;2;15;8;2;7;0.466666667;2.437083628
0;2;15;8;2;8;0.416666667;2.355289621
0;2;15;8;2;9;0.5;2.444203172
0;2;15;8;2;10;0.433333333;2.293786002
0;2;15;8;4;1;0.825;4.957275746
0;2;15;8;4;2;0.75;4.642074706
0;2;15;8;4;3;0.808333333;4.412453204
0;2;15;8;4;4;0.725;4.580197435
0;2;15;8;4;5;0.775;4.632546208
0;2;15;8;4;6;0.783333333;4.58611014
0;2;15;8;4;7;0.791666667;4.528615999
0;2;15;8;4;8;0.725;4.811731565
0;2;15;8;4;9;0.716666667;4.89716517
0;2;15;8;4;10;0.791666667;4.707882558
0;2;15;8;6;1;0.9;6.985282563
0;2;15;8;6;2;0.883333333;6.941479884
0;2;15;8;6;3;0.908333333;7.230204044
0;2;15;8;6;4;0.95;6.9935846
0;2;15;8;6;5;0.925;6.92911181
0;2;15;8;6;6;0.925;7.198006967
0;2;15;8;6;7;0.908333333;6.679650644
0;2;15;8;6;8;0.95;7.489792297
0;2;15;8;6;9;0.925;6.709540097
0;2;15;8;6;10;0.875;6.941975475
0;2;15;8;8;1;0.958333333;8.663768235
0;2;15;8;8;2;0.966666667;9.31923913
0;2;15;8;8;3;0.958333333;9.341891338
0;2;15;8;8;4;0.95;9.470542542
0;2;15;8;8;5;0.983333333;9.47272929
0;2;15;8;8;6;0.958333333;9.432334332
0;2;15;8;8;7;0.991666667;9.535002672
0;2;15;8;8;8;0.958333333;9.704785372
0;2;15;8;8;9;0.966666667;8.738785491
