filelist.i.;nindivs;minncalls;maxncalls;nvars;nPCAs;HS;DS;HM;MI;Hsest;DSest;it
1.csv;31;20;20;10;10;0.293729354;0.087096774;0.033622153;1.241113551;0.43028036;0.059952328;1
10.csv;25;5;5;10;10;9.60755805;0.936;1.130315435;4.47490074;10.19034024;0.890654602;1
11.csv;17;20;20;10;10;2.470466995;0.5;0.323259299;1.950519498;2.519631103;0.477829309;1
12.csv;13;18;18;10;10;5.018038452;0.893162393;0.849576734;3.181030307;6.900426924;0.816661634;1
13.csv;23;14;14;10;10;7.935029703;0.937888199;1.057662897;4.21234663;9.013220638;0.907412182;1
14.csv;24;13;13;10;10;9.39187189;0.961538462;1.127768646;4.399393432;9.660843977;0.951704576;1
15.csv;5;6;6;10;10;1.176934723;0.4;0.19742607;0.808500259;1.09491992;0.415460681;1
16.csv;30;12;12;10;10;2.328801298;0.344444444;0.302796253;2.449311134;2.393849374;0.330033616;1
17.csv;9;18;18;10;10;1.805519915;0.530864198;0.221025558;1.318513048;1.828177334;0.508973614;1
18.csv;35;11;11;10;10;7.266375143;0.831168831;1.043486677;4.371802927;7.905488084;0.816066943;1
19.csv;23;18;18;10;10;4.605435187;0.729468599;0.675322488;3.244074307;5.442662974;0.671720186;1
2.csv;8;13;13;10;10;5.450142102;0.961538462;0.830927295;2.803399212;7.557707299;0.906413824;1
20.csv;38;18;18;10;10;6.846075693;0.842105263;1.150579395;4.493087388;7.94310813;0.806301404;1
21.csv;22;11;11;10;10;0.537753463;0.115702479;0.057003249;1.456388733;0.462441055;0.121274585;1
22.csv;25;15;15;10;10;4.111571717;0.6;0.520026233;3.010839091;4.150102239;0.60552229;1
23.csv;29;19;19;10;10;3.079296224;0.491833031;0.56058465;2.628051302;3.323408516;0.455355663;1
24.csv;35;20;20;10;10;3.979423589;0.557142857;0.634694281;3.170148907;4.240464673;0.537025932;1
25.csv;39;19;19;10;10;9.007772533;0.932523617;0.969403854;4.929037115;9.529891458;0.927395999;1
26.csv;17;16;16;10;10;4.750000961;0.794117647;0.794073277;3.19212634;5.756767275;0.742000501;1
27.csv;17;12;12;10;10;6.736531112;0.887254902;0.816128395;3.577401092;7.501184712;0.880543821;1
28.csv;16;5;5;10;10;8.311747905;0.9375;1.157871366;3.768060437;9.42113062;0.87689057;1
29.csv;23;15;15;10;10;4.466841063;0.701449275;0.888825714;3.212175931;5.10853598;0.65901152;1
3.csv;14;10;10;10;10;1.908031663;0.385714286;0.286633826;1.749987975;1.794913441;0.40658286;1
30.csv;23;10;10;10;10;4.007874971;0.57826087;0.862788968;3.070952427;3.920231732;0.581836014;1
31.csv;23;15;15;10;10;0.811372848;0.153623188;0.090634099;1.398266319;0.683260615;0.163677654;1
32.csv;10;10;10;10;10;6.460172755;0.95;1.093503272;3.079264535;7.973562863;0.915462053;1
33.csv;9;18;18;10;10;4.120556415;0.913580247;0.711105492;2.739242475;6.633812378;0.800104541;1
34.csv;17;14;14;10;10;0.975028262;0.210084034;0.117877731;1.165146863;0.743741211;0.235602269;1
35.csv;38;5;5;10;10;9.234746036;0.921052632;1.133825763;4.954171912;10.40319779;0.863996637;1
36.csv;38;13;13;10;10;7.571561425;0.860323887;0.853682551;4.622499374;8.353747844;0.843324692;1
37.csv;36;17;17;10;10;0.964850217;0.14379085;0.103638005;1.690495679;0.878081382;0.147028787;1
38.csv;6;13;13;10;10;3.999373197;0.923076923;0.59176835;2.279051263;6.358920884;0.827643369;1
39.csv;23;13;13;10;10;1.859895289;0.277591973;0.355490602;1.939718573;1.522010659;0.310212118;1
4.csv;29;11;11;10;10;2.21278297;0.282131661;0.343590679;2.28770032;1.88834109;0.315450697;1
40.csv;37;19;19;10;10;1.757529097;0.19772404;0.284562541;2.025766528;1.272605386;0.247642243;1
41.csv;23;11;11;10;10;1.646207878;0.264822134;0.256828296;1.951030428;1.505994165;0.271959468;1
42.csv;27;18;18;10;10;7.366980014;0.927983539;1.092708583;4.384513091;8.999712476;0.869285551;1
43.csv;30;19;19;10;10;0.215503308;0.068421053;0.024539611;1.220962192;0.282819673;0.050713967;1
44.csv;27;6;6;10;10;2.08083598;0.271604938;0.236031336;2.560336655;2.050148742;0.270322165;1
45.csv;11;10;10;10;10;7.559804347;0.945454545;1.217293452;3.220776922;8.045686888;0.949732635;1
46.csv;5;11;11;10;10;4.141108003;0.945454545;0.789438507;2.055841929;6.780609653;0.843196187;1
47.csv;11;17;17;10;10;3.47790877;0.737967914;0.490589993;2.317401276;4.183109312;0.697191659;1
48.csv;36;9;9;10;10;2.300169324;0.287037037;0.33878148;2.714308527;2.223550374;0.282983959;1
49.csv;34;8;8;10;10;3.518424913;0.470588235;0.480677913;3.209250975;3.824986498;0.431742367;1
5.csv;10;6;6;10;10;7.028669115;0.966666667;0.979218474;3.19192352;8.948136258;0.890427084;1
50.csv;35;14;14;10;10;7.973960728;0.889795918;0.857154147;4.600261916;8.710626065;0.875800042;1
6.csv;14;14;14;10;10;0.989376186;0.265306122;0.130075619;1.159289996;0.835698784;0.276244495;1
7.csv;17;15;15;10;10;5.357130369;0.756862745;0.955182378;3.129616902;5.232265962;0.792374967;1
8.csv;25;13;13;10;10;2.729409281;0.473846154;0.322056609;2.473671713;3.116101112;0.421809387;1
9.csv;13;19;19;10;10;4.881047466;0.858299595;0.831816027;2.987028033;6.286447177;0.80519284;1
1.csv;19;13;13;10;10;0.281409536;0.109311741;0.029740286;1.155153934;0.293988555;0.101379048;2
10.csv;38;9;9;10;10;9.682221635;0.947368421;1.096959222;5.032555446;10.28618417;0.925728384;2
11.csv;20;10;10;10;10;2.420788042;0.415;0.319133493;2.187588395;2.445262084;0.402782138;2
12.csv;26;20;20;10;10;5.247099484;0.807692308;0.786631704;3.737582746;6.836008098;0.710222182;2
13.csv;29;8;8;10;10;7.626709327;0.909482759;1.015916636;4.487164754;9.362026544;0.827831344;2
14.csv;12;5;5;10;10;8.565475407;0.966666667;1.09974443;3.454957918;9.489989004;0.908938667;2
15.csv;5;17;17;10;10;0.875817661;0.388235294;0.144570327;0.515001404;0.42184671;0.429434148;2
16.csv;5;5;5;10;10;1.760950949;0.48;0.303325138;0.878966713;1.803168148;0.488642172;2
17.csv;16;13;13;10;10;1.796984593;0.365384615;0.201398393;1.6261095;1.725944745;0.373461774;2
18.csv;20;20;20;10;10;7.076522344;0.9225;1.173185819;3.909424844;8.36652895;0.887626531;2
19.csv;17;10;10;10;10;4.674244579;0.752941176;0.752161164;3.180220799;5.423648;0.702902533;2
2.csv;9;13;13;10;10;5.499719772;1;0.830452104;3.169924911;8.632498875;0.894972249;2
20.csv;15;18;18;10;10;6.237760503;0.9;1.102567482;3.39865044;7.315336606;0.883574468;2
21.csv;8;6;6;10;10;0.279927354;0.166666667;0.032627186;0.815730521;0.192939439;0.204439551;2
22.csv;38;15;15;10;10;4.530159134;0.573684211;0.564847015;3.377653611;4.601864519;0.579816328;2
23.csv;37;12;12;10;10;3.061906555;0.373873874;0.538110253;2.836909865;2.861177306;0.39391925;2
24.csv;6;13;13;10;10;3.121659298;0.897435897;0.73241808;2.182843193;5.872021234;0.735653339;2
25.csv;28;16;16;10;10;8.953340562;0.948660714;0.99101988;4.559663616;9.486924854;0.935419721;2
26.csv;39;9;9;10;10;5.148708983;0.626780627;0.868673883;3.827927855;5.427310965;0.598903143;2
27.csv;18;8;8;10;10;6.332629759;0.8125;0.790936519;3.476664139;6.737960382;0.809787683;2
28.csv;21;10;10;10;10;8.48256432;0.947619048;1.155648386;4.145665766;9.373328144;0.916995592;2
29.csv;40;6;6;10;10;4.442580187;0.525;0.858035258;3.76370371;4.768236337;0.49295341;2
3.csv;11;9;9;10;10;1.661060447;0.383838384;0.248695775;1.616631269;1.489505818;0.40858878;2
30.csv;23;5;5;10;10;3.994743528;0.469565217;0.870489435;3.243340349;3.55336228;0.512275747;2
31.csv;14;16;16;10;10;1.004851822;0.245535714;0.113941052;1.110788075;0.706949348;0.284396172;2
32.csv;22;8;8;10;10;7.475132486;0.892045455;1.192535821;4.027973233;8.555956074;0.849923916;2
33.csv;5;11;11;10;10;2.984386697;0.909090909;0.628557448;1.871498153;6.063754124;0.724065385;2
34.csv;8;18;18;10;10;0.732473477;0.368055556;0.086717844;0.669221191;0.705476667;0.33712024;2
35.csv;30;15;15;10;10;8.875063133;0.957777778;1.060848992;4.684199059;9.794436646;0.928166118;2
36.csv;24;6;6;10;10;7.231687249;0.888888889;0.837428425;4.143323203;8.996981438;0.800957664;2
37.csv;38;10;10;10;10;0.928041346;0.121052632;0.098680558;2.224463001;0.837475239;0.129066215;2
38.csv;19;9;9;10;10;5.791402303;0.83625731;0.713620733;3.533819374;7.100879873;0.769544867;2
39.csv;7;6;6;10;10;2.047043009;0.523809524;0.400135711;1.402127502;2.271515044;0.502363128;2
4.csv;8;6;6;10;10;1.91857526;0.541666667;0.352909953;1.739453338;2.571713093;0.465690405;2
40.csv;37;9;9;10;10;1.848360114;0.177177177;0.29561396;2.50381005;1.323975463;0.227810361;2
41.csv;29;7;7;10;10;1.923829293;0.226600985;0.305154783;2.50108023;1.679496938;0.251755397;2
42.csv;21;10;10;10;10;7.106004938;0.904761905;1.100214307;3.99729233;8.467701221;0.857243403;2
43.csv;8;17;17;10;10;0.201453732;0.154411765;0.028265054;0.373577569;-0.092283022;0.228156728;2
44.csv;10;16;16;10;10;1.921526484;0.49375;0.233692611;1.270702304;1.745288083;0.504843468;2
45.csv;11;9;9;10;10;7.517067685;0.939393939;1.206320758;3.206003064;8.038131098;0.938851386;2
46.csv;36;12;12;10;10;7.255130784;0.851851852;1.179861353;4.481926842;8.201629179;0.820054718;2
47.csv;38;13;13;10;10;3.162110241;0.396761134;0.424897022;2.824874023;3.056084819;0.409290874;2
48.csv;36;9;9;10;10;2.300169324;0.287037037;0.33878148;2.714308527;2.223550374;0.282983959;2
49.csv;24;6;6;10;10;3.245443492;0.4375;0.480905769;2.844571467;3.212099388;0.43416305;2
5.csv;25;20;20;10;10;9.419376998;0.966;1.082825542;4.45677703;9.669824117;0.94768875;2
50.csv;34;11;11;10;10;7.796254023;0.906417112;0.84261891;4.65391444;9.180518804;0.851402644;2
6.csv;35;7;7;10;10;1.000640232;0.102040816;0.123265591;2.512134151;0.743347692;0.128066334;2
7.csv;14;20;20;10;10;5.163878646;0.789285714;0.962277897;2.908811953;5.337257695;0.814108883;2
8.csv;10;15;15;10;10;2.71863833;0.686666667;0.367681788;1.95174631;3.439916201;0.615789136;2
9.csv;36;19;19;10;10;5.200556213;0.697368421;0.945741397;3.756674789;5.845097068;0.661204367;2
1.csv;30;8;8;10;10;0.36913444;0.079166667;0.045150003;2.07825117;0.428551875;0.06800357;3
10.csv;8;9;9;10;10;7.850957314;1;1.201578178;2.999999915;8.839954478;0.975221785;3
11.csv;35;14;14;10;10;2.908313907;0.357142857;0.423422961;2.60601822;2.582376923;0.390886405;3
12.csv;28;7;7;10;10;5.333863466;0.719387755;0.777526282;3.731145026;6.355541886;0.636024653;3
13.csv;34;16;16;10;10;7.766994195;0.90625;1.025792874;4.604817535;8.9145558;0.871088014;3
14.csv;22;17;17;10;10;9.360309598;0.959893048;1.135583588;4.254616952;9.319181207;0.959874594;3
15.csv;37;11;11;10;10;1.03291257;0.122850123;0.144982898;2.184224531;0.812963783;0.144285714;3
16.csv;37;12;12;10;10;2.304186942;0.317567568;0.288406474;2.552442394;2.343721297;0.298449208;3
17.csv;26;9;9;10;10;2.309292832;0.354700855;0.264639962;2.380276258;2.433111609;0.333047084;3
18.csv;20;8;8;10;10;7.07343119;0.9125;1.156579377;3.967305604;8.77765149;0.841907956;3
19.csv;9;16;16;10;10;4.356145897;0.875;0.841890004;2.603685369;5.926154632;0.819289624;3
2.csv;21;13;13;10;10;6.455090583;0.89010989;0.810458831;3.904104691;7.926735615;0.836961439;3
20.csv;39;19;19;10;10;6.86543652;0.834008097;1.159558836;4.471017615;7.847876024;0.806107739;3
21.csv;12;20;20;10;10;0.572839788;0.233333333;0.058660525;0.781357954;0.500798192;0.237273255;3
22.csv;9;14;14;10;10;2.701822802;0.73015873;0.314716047;1.969841954;3.814165574;0.628528665;3
23.csv;11;5;5;10;10;3.665796487;0.727272727;0.670476239;2.53509381;5.237970922;0.608839836;3
24.csv;5;20;20;10;10;2.954886613;0.91;0.725869013;1.899917205;5.827688515;0.757205361;3
25.csv;35;10;10;10;10;9.045713895;0.92;0.989780835;4.781485889;9.567030682;0.907234652;3
26.csv;6;15;15;10;10;3.826374178;0.922222222;0.792516397;2.216161385;6.24229724;0.821359709;3
27.csv;10;20;20;10;10;6.136303325;0.92;0.793842417;2.909130585;6.961500664;0.92985056;3
28.csv;6;11;11;10;10;5.234066083;0.96969697;1.162345609;2.432659879;7.510283766;0.908917891;3
29.csv;21;16;16;10;10;4.438623501;0.717261905;0.898423213;3.155645917;5.107767182;0.675082909;3
3.csv;34;10;10;10;10;1.689467894;0.223529412;0.211458989;2.41213296;1.599492198;0.222343572;3
30.csv;22;14;14;10;10;3.813987559;0.577922078;0.849032806;2.788130503;3.735819669;0.591996293;3
31.csv;7;12;12;10;10;1.380944888;0.547619048;0.165990327;1.029983872;1.796910473;0.464780682;3
32.csv;27;10;10;10;10;7.801101784;0.911111111;1.164521077;4.347512885;9.044595404;0.863295522;3
33.csv;30;7;7;10;10;5.166450822;0.652380952;0.786467171;3.685190915;5.592595914;0.608790849;3
34.csv;30;19;19;10;10;0.912555155;0.136842105;0.122014048;1.507215491;0.743396145;0.15143664;3
35.csv;33;12;12;10;10;9.047578142;0.946969697;1.109561328;4.780955933;9.85316926;0.92120802;3
36.csv;11;9;9;10;10;5.656331635;0.848484848;0.779707595;2.914865492;6.31170748;0.844257512;3
37.csv;6;16;16;10;10;0.934949725;0.4375;0.106188334;0.517829418;0.812439124;0.41780652;3
38.csv;33;5;5;10;10;6.396605051;0.793939394;0.744944002;4.354560815;8.1051028;0.686787079;3
39.csv;32;10;10;10;10;1.865330269;0.209375;0.40622642;2.345078443;1.446684712;0.249382994;3
4.csv;32;12;12;10;10;2.289052693;0.307291667;0.360773301;2.426393793;2.132672806;0.314788928;3
40.csv;31;19;19;10;10;1.828569052;0.229202037;0.308460393;1.901271835;1.396689423;0.274931819;3
41.csv;38;12;12;10;10;1.751173716;0.164473684;0.278085019;2.262537143;1.127078446;0.227762052;3
42.csv;27;9;9;10;10;7.453154883;0.9218107;1.103679078;4.408621616;9.367990057;0.835630979;3
43.csv;21;16;16;10;10;0.278104348;0.089285714;0.032390955;1.104616924;0.230087855;0.091797561;3
44.csv;11;9;9;10;10;2.045905376;0.494949495;0.241132516;1.595526714;2.249521547;0.464893376;3
45.csv;35;19;19;10;10;8.3503732;0.917293233;1.124386344;4.709569524;9.141440493;0.900463331;3
46.csv;23;9;9;10;10;7.183534506;0.869565217;1.284367813;3.941068567;8.078166988;0.84015478;3
47.csv;38;7;7;10;10;3.241788181;0.357142857;0.438574228;3.177760752;3.048626387;0.373933213;3
48.csv;14;11;11;10;10;2.089767163;0.448051948;0.33279515;1.726429484;2.160124779;0.438554838;3
49.csv;21;9;9;10;10;3.275261623;0.544973545;0.438387398;2.627999172;3.548381693;0.498619531;3
5.csv;40;11;11;10;10;9.674330607;0.945454545;1.059701609;5.06070835;10.10631066;0.940108193;3
50.csv;24;12;12;10;10;7.202912285;0.881944444;0.81353512;4.061360226;8.086194882;0.859133634;3
6.csv;11;15;15;10;10;1.031013608;0.309090909;0.139703265;0.965767691;0.771399451;0.33431611;3
7.csv;16;14;14;10;10;5.355416225;0.741071429;0.981285023;3.0078611;4.93180089;0.799671993;3
8.csv;10;16;16;10;10;2.648574027;0.6625;0.363327081;1.860088204;3.164831653;0.609691529;3
9.csv;21;5;5;10;10;5.018009731;0.628571429;0.882894637;3.190536354;5.004243767;0.625104363;3
1.csv;38;5;5;10;10;0.241146414;0.021052632;0.028996083;2.86045839;0.113193827;0.043642406;4
10.csv;36;17;17;10;10;9.724247999;0.959150327;1.099423922;4.964782277;9.969211026;0.954366572;4
11.csv;30;5;5;10;10;2.723352817;0.28;0.436645898;3.003816819;2.309646589;0.319092158;4
12.csv;38;10;10;10;10;5.310202974;0.652631579;0.723414514;3.806737724;5.596413603;0.626910046;4
13.csv;17;9;9;10;10;7.735191021;0.921568627;1.040764439;3.757370211;8.507186499;0.901482543;4
14.csv;27;16;16;10;10;9.453350456;0.965277778;1.12445347;4.575576539;9.78599875;0.952183409;4
15.csv;12;18;18;10;10;1.004107636;0.310185185;0.129814034;0.994336928;0.854659644;0.31751391;4
16.csv;17;5;5;10;10;2.226216774;0.305882353;0.295235047;2.120482966;1.816636969;0.35407857;4
17.csv;8;16;16;10;10;1.683656524;0.53125;0.206861696;1.167770144;1.700659235;0.508071644;4
18.csv;37;14;14;10;10;7.436927198;0.859073359;1.052785428;4.533586895;8.251437886;0.840489977;4
19.csv;35;15;15;10;10;4.890382481;0.683809524;0.739398615;3.666327065;5.681510832;0.624640822;4
2.csv;8;16;16;10;10;5.484002228;0.96875;0.835004231;2.831401948;7.572177656;0.920520665;4
20.csv;7;16;16;10;10;5.299945659;0.982142857;1.304448013;2.709375054;7.659642079;0.92499268;4
21.csv;34;18;18;10;10;0.53935571;0.10130719;0.055968147;1.381758597;0.554562601;0.093363692;4
22.csv;8;20;20;10;10;2.770051087;0.76875;0.332777591;1.900055946;4.145725065;0.669582872;4
23.csv;24;5;5;10;10;3.210889823;0.391666667;0.531239697;3.071980645;2.9494162;0.414566358;4
24.csv;13;12;12;10;10;4.045018214;0.711538462;0.752888273;2.50077498;4.292439614;0.708249924;4
25.csv;20;10;10;10;10;8.118405148;0.97;0.955330756;4.176237294;9.788613583;0.907932119;4
26.csv;20;10;10;10;10;4.927413193;0.77;0.795017372;3.383065644;5.999297135;0.69345683;4
27.csv;27;13;13;10;10;6.878494463;0.814814815;0.792128472;3.924587463;7.09142975;0.830199958;4
28.csv;13;9;9;10;10;7.404855918;0.957264957;1.087305803;3.501387065;8.737714468;0.918252842;4
29.csv;5;18;18;10;10;3.313826777;0.911111111;0.576492277;1.87325336;5.804112138;0.796984911;4
3.csv;37;11;11;10;10;1.813765658;0.223587224;0.22202428;2.387843232;1.610142471;0.233376794;4
30.csv;18;6;6;10;10;3.598060652;0.490740741;0.70927672;2.697548619;3.193730917;0.52675027;4
31.csv;18;8;8;10;10;0.90158913;0.138888889;0.100649322;1.717420956;0.550411429;0.193570066;4
32.csv;11;5;5;10;10;5.567138806;0.963636364;1.121545946;3.317608451;9.270161917;0.775886493;4
33.csv;5;18;18;10;10;3.185231725;0.922222222;0.631629527;1.907624934;6.011084498;0.783093261;4
34.csv;9;7;7;10;10;0.93529369;0.317460317;0.100628944;1.157611816;0.964218407;0.309348834;4
35.csv;15;11;11;10;10;7.785937104;0.981818182;0.973052519;3.827994907;9.396592903;0.93333085;4
36.csv;14;15;15;10;10;6.307783434;0.938095238;0.825207104;3.525183443;7.976434995;0.894819373;4
37.csv;12;7;7;10;10;1.109738635;0.261904762;0.12341354;1.331140248;0.949044188;0.289102908;4
38.csv;22;14;14;10;10;5.767689695;0.837662338;0.725033833;3.703145391;7.020482752;0.778377793;4
39.csv;19;14;14;10;10;1.655154431;0.27443609;0.282863612;1.730654573;1.242297874;0.320257298;4
4.csv;21;12;12;10;10;2.464486338;0.396825397;0.415961243;2.139008822;2.31295732;0.413332717;4
40.csv;8;7;7;10;10;1.721451912;0.482142857;0.319743553;1.384155033;1.940073325;0.452197559;4
41.csv;7;9;9;10;10;1.810123869;0.53968254;0.290909683;1.387341297;1.989880286;0.509947769;4
42.csv;25;15;15;10;10;7.246498878;0.933333333;1.107298512;4.31397547;9.022359411;0.868576751;4
43.csv;32;20;20;10;10;0.231563391;0.0640625;0.026096488;1.251791902;0.286536107;0.050358118;4
44.csv;30;5;5;10;10;2.250059974;0.273333333;0.251311246;2.905384262;2.250570761;0.263529873;4
45.csv;28;5;5;10;10;8.316801101;0.864285714;1.04915678;4.31081217;9.015326058;0.829328669;4
46.csv;14;19;19;10;10;6.42302952;0.943609023;1.357023244;3.509429974;8.051836423;0.903565385;4
47.csv;24;8;8;10;10;3.147045766;0.479166667;0.496922755;2.712872202;3.337291703;0.447272393;4
48.csv;30;13;13;10;10;2.536588067;0.346153846;0.376862436;2.349504288;2.367613426;0.362024381;4
49.csv;14;5;5;10;10;2.924295783;0.528571429;0.400647826;2.505459366;3.405144119;0.478857823;4
5.csv;40;6;6;10;10;9.733880537;0.920833333;1.063336778;4.999365172;10.25800323;0.900308755;4
50.csv;39;12;12;10;10;7.864581352;0.867521368;0.836969835;4.709645605;8.564504487;0.855161915;4
6.csv;9;9;9;10;10;0.944123522;0.320987654;0.137676392;1.011345542;0.845482316;0.32814006;4
7.csv;20;7;7;10;10;5.349998533;0.685714286;1.029624498;3.335222284;5.246546237;0.696391998;4
8.csv;9;9;9;10;10;2.478186589;0.567901235;0.367866892;1.638001835;2.535141269;0.559709562;4
9.csv;19;5;5;10;10;4.84231971;0.642105263;0.838681202;3.104565621;4.985581896;0.627307504;4
1.csv;8;17;17;10;10;0.248921125;0.198529412;0.02908713;0.305186705;0.034886507;0.238241857;5
10.csv;23;17;17;10;10;9.433693545;0.964194373;1.081414178;4.374320461;9.491636098;0.958951536;5
11.csv;35;7;7;10;10;2.584159329;0.257142857;0.395840143;2.92235811;2.082686229;0.303329654;5
12.csv;5;9;9;10;10;3.304477734;0.955555556;0.735043762;2.117055126;7.246875782;0.738077389;5
13.csv;15;13;13;10;10;7.564002711;0.964102564;1.016226567;3.730090713;8.804829392;0.936503312;5
14.csv;8;15;15;10;10;7.553731985;0.991666667;1.034936683;2.955027908;8.11299382;1.003672445;5
15.csv;38;10;10;10;10;1.01870644;0.126315789;0.146705787;2.291672115;0.880921341;0.138995175;5
16.csv;18;17;17;10;10;2.116993992;0.41503268;0.298456838;1.806417261;2.037104743;0.41238059;5
17.csv;37;5;5;10;10;2.217745186;0.243243243;0.251590212;3.176028413;2.141795456;0.237600237;5
18.csv;7;7;7;10;10;5.350526593;1;1.312736969;2.807354842;8.943356727;0.850011743;5
19.csv;33;16;16;10;10;4.80258027;0.659090909;0.691109818;3.479383848;5.275040874;0.626551348;5
2.csv;37;15;15;10;10;6.79642115;0.83963964;0.801779032;4.414066714;7.902865235;0.799130349;5
20.csv;19;9;9;10;10;6.65466096;0.877192982;1.189068391;3.725368418;7.846652349;0.835444641;5
21.csv;7;19;19;10;10;0.472508827;0.270676692;0.055722335;0.613230383;0.18733137;0.303772154;5
22.csv;11;19;19;10;10;3.971999404;0.818181818;0.512722315;2.584887603;5.333601794;0.751893713;5
23.csv;22;5;5;10;10;3.13313233;0.4;0.558600403;2.747352339;2.890471807;0.419993428;5
24.csv;38;5;5;10;10;4.093756972;0.447368421;0.636291602;3.536074723;4.108772275;0.447372966;5
25.csv;30;18;18;10;10;9.132000163;0.953703704;1.000446338;4.670006639;9.660072258;0.937694055;5
26.csv;16;7;7;10;10;4.500980202;0.696428571;0.775524269;2.946922037;4.976569226;0.661042168;5
27.csv;17;8;8;10;10;6.669571312;0.860294118;0.833082234;3.538004564;7.45475753;0.840751177;5
28.csv;32;20;20;10;10;8.55742902;0.91875;1.068552481;4.570792331;9.074805256;0.910866431;5
29.csv;32;18;18;10;10;4.880091927;0.6875;0.907324571;3.558421844;5.538152948;0.642384531;5
3.csv;8;18;18;10;10;1.708256319;0.506944444;0.277333352;1.259702689;1.505660507;0.513739813;5
30.csv;28;10;10;10;10;4.08431164;0.546428571;0.807206985;3.10972064;3.989022741;0.552924196;5
31.csv;31;11;11;10;10;1.038152179;0.126099707;0.126582162;1.921828276;0.748298588;0.154922212;5
32.csv;18;15;15;10;10;7.204276999;0.92962963;1.195661644;3.834747985;8.32078568;0.907414041;5
33.csv;9;14;14;10;10;4.017231299;0.880952381;0.697709541;2.642602145;6.085086084;0.780682648;5
34.csv;34;11;11;10;10;0.826248816;0.098930481;0.109655957;2.025490407;0.583376539;0.123918646;5
35.csv;36;14;14;10;10;9.039432634;0.944444444;1.111743162;4.882553954;9.764518531;0.926762869;5
36.csv;31;8;8;10;10;7.223517743;0.818548387;0.81434005;4.216678307;7.868630742;0.796704555;5
37.csv;12;16;16;10;10;1.044119852;0.3125;0.111675612;0.990016053;0.878024198;0.321937039;5
38.csv;25;8;8;10;10;6.028049678;0.79;0.739725687;3.811712833;7.021318587;0.732750799;5
39.csv;32;5;5;10;10;1.777311618;0.1625;0.384811609;2.951026521;1.329911797;0.203816367;5
4.csv;9;14;14;10;10;2.398413569;0.587301587;0.534724615;1.724421545;2.35029084;0.587306427;5
40.csv;31;19;19;10;10;1.828569052;0.229202037;0.308460393;1.901271835;1.396689423;0.274931819;5
41.csv;5;7;7;10;10;1.657165808;0.6;0.335166256;1.208741531;2.489199058;0.506844789;5
42.csv;33;15;15;10;10;7.444001603;0.898989899;1.042267178;4.557568775;8.767106447;0.851950536;5
43.csv;13;18;18;10;10;0.268387684;0.136752137;0.035523853;0.587566574;0.159378419;0.164982665;5
44.csv;26;13;13;10;10;2.202116781;0.357988166;0.237946193;2.092040979;2.294859178;0.342607574;5
45.csv;21;12;12;10;10;8.004043595;0.932539683;1.110481473;4.091008832;8.859956195;0.91141482;5
46.csv;23;7;7;10;10;6.909149394;0.850931677;1.258086732;3.902542264;8.042326003;0.80144889;5
47.csv;33;11;11;10;10;3.206888521;0.426997245;0.462473087;2.834988299;3.200635551;0.422581355;5
48.csv;31;18;18;10;10;2.510362859;0.369175627;0.368496251;2.289342136;2.422663185;0.366469197;5
49.csv;22;10;10;10;10;3.196020287;0.545454545;0.425387613;2.750437869;3.547275469;0.489296494;5
5.csv;19;6;6;10;10;9.070133403;0.956140351;1.087648253;4.068697542;9.92570601;0.903559124;5
50.csv;19;20;20;10;10;6.758514116;0.892105263;0.787025045;3.701495479;7.672788306;0.878403385;5
6.csv;22;16;16;10;10;0.912486753;0.142045455;0.116784428;1.365147134;0.572164714;0.187089908;5
7.csv;15;14;14;10;10;5.440747987;0.8;1.017187114;3.081197973;5.640880179;0.818047791;5
8.csv;9;18;18;10;10;2.566055548;0.691358025;0.376301779;1.836982884;3.314709019;0.621851449;5
9.csv;37;6;6;10;10;5.156677618;0.612612613;0.955875342;3.853730922;5.60353273;0.568520297;5
1.csv;26;7;7;10;10;0.10950378;0.043956044;0.019837877;2.021068905;0.099730569;0.040384767;6
10.csv;5;12;12;10;10;6.544686366;1;1.205927014;2.321928028;7.865804722;0.99250125;6
11.csv;37;18;18;10;10;2.857526496;0.36036036;0.408183284;2.535086886;2.546473794;0.388084123;6
12.csv;40;19;19;10;10;5.295325459;0.703947368;0.722663919;3.861851676;6.050781449;0.661751527;6
13.csv;11;11;11;10;10;7.436615869;0.975206612;1.102281482;3.335317717;8.606001777;0.953740957;6
14.csv;34;8;8;10;10;9.208037;0.930147059;1.065374382;4.784655587;9.960854001;0.898107315;6
15.csv;32;13;13;10;10;1.094210492;0.170673077;0.139465819;1.913759501;1.057530408;0.164698776;6
16.csv;24;12;12;10;10;1.966503778;0.319444444;0.261699944;2.021085772;1.913855772;0.321206493;6
17.csv;13;5;5;10;10;2.313736252;0.384615385;0.304326302;2.0556725;2.076243788;0.417784284;6
18.csv;29;14;14;10;10;7.326740518;0.866995074;1.116606069;4.208151544;8.040621047;0.853458156;6
19.csv;27;8;8;10;10;4.745875939;0.643518519;0.700621288;3.422378236;5.142561119;0.598341143;6
2.csv;26;14;14;10;10;6.367087036;0.851648352;0.764946968;3.987395421;7.583444379;0.802072995;6
20.csv;28;11;11;10;10;6.713837564;0.866883117;1.174514777;4.19399729;8.168167825;0.801383192;6
21.csv;12;17;17;10;10;0.615359615;0.230392157;0.06256656;0.909390224;0.478808436;0.244866813;6
