filelist.i.;nindivs;minncalls;maxncalls;nvars;nPCAs;HS;DS;HM;MI;Hsest;DSest;it
38.csv;37;20;20;10;10;6.579276546;0.828378378;0.776415194;4.310379028;7.711755673;0.785664725;15
39.csv;5;8;8;10;10;1.445952676;0.525;0.271298349;0.635982432;1.703332528;0.486173799;15
4.csv;25;8;8;10;10;2.294837328;0.355;0.385487052;2.504434288;2.438836819;0.329422464;15
40.csv;10;5;5;10;10;1.39711082;0.32;0.212191095;1.831483045;1.277521022;0.341752614;15
41.csv;8;12;12;10;10;2.107409441;0.552083333;0.368863513;1.466174493;1.992410117;0.5547216;15
42.csv;16;6;6;10;10;6.804697899;0.927083333;1.149594009;3.708937619;8.984363371;0.8290034;15
43.csv;22;17;17;10;10;0.277709907;0.106951872;0.032670487;1.113257889;0.363410824;0.086499628;15
44.csv;26;12;12;10;10;2.159810075;0.342948718;0.234717489;2.093016506;2.223090195;0.332569756;15
45.csv;11;19;19;10;10;7.738369427;0.928229665;1.249272672;3.139219488;7.272805603;0.979122695;15
46.csv;20;17;17;10;10;6.849090496;0.902941176;1.237972285;3.855019925;7.963174537;0.879270773;15
47.csv;7;6;6;10;10;3.111837471;0.738095238;0.545140866;1.908348678;4.551349708;0.634519745;15
48.csv;30;15;15;10;10;2.49031023;0.342222222;0.377544133;2.251656978;2.259725088;0.363181215;15
49.csv;19;13;13;10;10;3.192641131;0.574898785;0.434807;2.498667868;3.491828315;0.536002183;15
5.csv;28;11;11;10;10;9.537245481;0.951298701;1.096902635;4.579046983;9.830266069;0.939431809;15
50.csv;29;14;14;10;10;7.877907136;0.908866995;0.855495456;4.405033119;8.808294728;0.883380041;15
6.csv;29;5;5;10;10;1.082975509;0.082758621;0.132442403;2.571124589;0.575594556;0.136474401;15
7.csv;36;11;11;10;10;5.786907164;0.694444444;1.017067103;3.953036782;5.960873514;0.688313339;15
8.csv;8;10;10;10;10;2.35084163;0.625;0.345980669;1.615789315;2.784997354;0.572324494;15
9.csv;7;19;19;10;10;4.603047897;0.969924812;0.855266004;2.636831293;7.392101101;0.877891557;15
1.csv;29;9;9;10;10;0.267434926;0.053639847;0.031536649;1.970501098;0.177964079;0.05952389;16
10.csv;30;7;7;10;10;9.704065169;0.961904762;1.115016722;4.763357724;10.59222918;0.910614692;16
11.csv;37;12;12;10;10;2.893724368;0.353603604;0.413032678;2.739701858;2.688957413;0.372359818;16
12.csv;11;17;17;10;10;4.597353374;0.882352941;0.854228242;2.895444566;6.38892218;0.810430497;16
13.csv;35;5;5;10;10;7.590934125;0.828571429;1.034669661;4.552227938;8.732510967;0.771983807;16
14.csv;28;13;13;10;10;9.356549717;0.950549451;1.100242913;4.584007228;9.653723318;0.94275164;16
15.csv;27;16;16;10;10;0.973940798;0.145833333;0.135757339;1.496188547;0.74170209;0.169279379;16
16.csv;9;7;7;10;10;1.899830619;0.428571429;0.270042235;1.605672316;1.690636784;0.458903915;16
17.csv;27;5;5;10;10;2.310251572;0.296296296;0.260941757;2.679448471;2.344255226;0.285690015;16
18.csv;5;5;5;10;10;4.898502107;0.96;1.366350307;2.165922652;8.116465782;0.814099917;16
19.csv;36;7;7;10;10;4.792821366;0.53968254;0.733565028;3.546654984;4.649319366;0.548195973;16
2.csv;19;15;15;10;10;6.530123988;0.894736842;0.815443312;3.720303331;7.727237306;0.864612504;16
20.csv;32;19;19;10;10;6.594731905;0.848684211;1.133816238;4.227847276;7.836413711;0.800972566;16
21.csv;5;11;11;10;10;0.221097227;0.236363636;0.016758363;0.343223425;-0.075550858;0.280125928;16
22.csv;19;13;13;10;10;3.865182161;0.663967611;0.48209202;2.834100221;4.370809315;0.62012826;16
23.csv;25;19;19;10;10;3.156508009;0.503157895;0.548955629;2.51711802;3.16866372;0.493828113;16
24.csv;34;12;12;10;10;3.900929063;0.507352941;0.628972504;3.162143587;3.828691671;0.510854623;16
25.csv;12;5;5;10;10;7.956195124;0.95;1.077398358;3.394797246;9.136258091;0.890252583;16
26.csv;36;7;7;10;10;5.103104355;0.646825397;0.876893775;3.849541275;5.82200842;0.578839917;16
27.csv;35;12;12;10;10;6.644165818;0.792857143;0.764569809;4.206343881;7.222137237;0.776898301;16
28.csv;39;14;14;10;10;8.385488962;0.891941392;1.024291302;4.749343099;8.871623705;0.894310768;16
29.csv;20;15;15;10;10;4.479749639;0.756666667;0.886560994;3.250567561;5.551152835;0.685522076;16
3.csv;26;8;8;10;10;1.636481203;0.221153846;0.209380081;2.166699747;1.477922011;0.236059349;16
30.csv;13;18;18;10;10;3.468254587;0.662393162;0.662168111;2.307266971;3.587658345;0.664292932;16
31.csv;28;16;16;10;10;0.968390409;0.174107143;0.120621514;1.603517454;0.957140654;0.164592202;16
32.csv;9;6;6;10;10;6.242638606;0.962962963;1.152052856;3.021001879;8.69904805;0.861819644;16
33.csv;38;19;19;10;10;5.888322494;0.752077562;0.799254475;4.056267903;6.624720255;0.723774128;16
34.csv;30;7;7;10;10;0.935602896;0.09047619;0.12827719;2.358022884;0.559384132;0.12945097;16
35.csv;31;12;12;10;10;8.966858434;0.940860215;1.115158;4.668935692;9.656360134;0.920306236;16
36.csv;29;9;9;10;10;7.097150499;0.873563218;0.804340466;4.311653637;8.562505177;0.806351978;16
37.csv;39;13;13;10;10;0.951226348;0.124260355;0.102638213;1.933932883;0.802542801;0.137458774;16
38.csv;17;7;7;10;10;5.609309228;0.831932773;0.686361089;3.409045645;7.127074943;0.747573901;16
39.csv;17;19;19;10;10;1.567264778;0.284829721;0.265432753;1.348629702;1.121059009;0.343002527;16
4.csv;33;12;12;10;10;2.164562711;0.300505051;0.352971237;2.408363351;2.103973005;0.294894482;16
40.csv;16;6;6;10;10;1.659649948;0.260416667;0.30502327;1.911692688;1.330946231;0.305748361;16
41.csv;26;17;17;10;10;1.702043665;0.253393665;0.25404105;1.726225163;1.425701516;0.279972763;16
42.csv;22;6;6;10;10;7.033699998;0.893939394;1.085101758;4.076931049;8.93659394;0.80089716;16
43.csv;31;16;16;10;10;0.212385692;0.074596774;0.025312142;1.483799879;0.322943205;0.052726649;16
44.csv;6;13;13;10;10;1.994149213;0.653846154;0.259809782;1.178225052;2.500168074;0.586861252;16
45.csv;20;10;10;10;10;7.698054967;0.9;1.076961798;3.935982105;8.275979498;0.890698402;16
46.csv;39;13;13;10;10;7.441203277;0.850098619;1.17615463;4.608175382;8.215513186;0.833723994;16
47.csv;39;12;12;10;10;3.316031655;0.39957265;0.452036077;2.954274514;3.130997276;0.421115153;16
48.csv;22;7;7;10;10;2.460398246;0.38961039;0.34425363;2.380885612;2.597973513;0.362658263;16
49.csv;19;9;9;10;10;3.239067404;0.584795322;0.443332891;2.627376893;3.722113268;0.511496962;16
5.csv;22;13;13;10;10;9.366223545;0.982517483;1.095320187;4.369347263;9.997712738;0.956322675;16
50.csv;16;17;17;10;10;6.517170834;0.904411765;0.766670289;3.511393847;7.532755027;0.891519395;16
6.csv;20;14;14;10;10;1.062370317;0.2;0.135878328;1.408364093;0.848508989;0.22057862;16
7.csv;18;17;17;10;10;5.699319492;0.800653595;1.081520518;3.329370475;5.968811994;0.814649618;16
8.csv;9;18;18;10;10;2.566055548;0.691358025;0.376301779;1.836982884;3.314709019;0.621851449;16
9.csv;31;10;10;10;10;5.222832887;0.690322581;0.916267179;3.659152388;5.750464566;0.642454446;16
1.csv;21;14;14;10;10;0.295707257;0.088435374;0.03045913;1.164649615;0.227402417;0.093276366;17
10.csv;29;10;10;10;10;9.847073644;0.95862069;1.133396442;4.684159239;10.12444914;0.94121281;17
11.csv;17;15;15;10;10;2.431726071;0.509803922;0.318141725;2.035594157;2.699981246;0.4643883;17
12.csv;23;7;7;10;10;4.92578218;0.732919255;0.765603347;3.556495647;6.165002326;0.631617905;17
13.csv;23;15;15;10;10;7.923605682;0.950724638;1.054936682;4.267423175;9.246412107;0.909355722;17
14.csv;37;16;16;10;10;9.349225179;0.949324324;1.075643026;4.944792281;9.818469031;0.94228164;17
15.csv;21;8;8;10;10;1.18785371;0.18452381;0.173471151;2.048648122;0.995532151;0.20942903;17
16.csv;34;20;20;10;10;2.302905149;0.351470588;0.287644376;2.246031026;2.364273948;0.326706501;17
17.csv;7;13;13;10;10;1.562262607;0.549450549;0.200418223;1.01052553;1.763659925;0.50115617;17
18.csv;40;5;5;10;10;7.400916525;0.775;1.046909839;4.563314919;8.062153952;0.752857272;17
19.csv;33;16;16;10;10;4.80258027;0.659090909;0.691109818;3.479383848;5.275040874;0.626551348;17
2.csv;38;7;7;10;10;6.831110485;0.736842105;0.808011039;4.226475263;7.103476773;0.739588724;17
20.csv;39;8;8;10;10;6.597753327;0.78525641;1.128856508;4.429190954;7.685084806;0.730180938;17
21.csv;29;7;7;10;10;0.773468733;0.118226601;0.086473311;2.239673007;0.774411614;0.113125733;17
22.csv;16;10;10;10;10;3.741805483;0.625;0.47991297;2.539580192;3.696316007;0.617356664;17
23.csv;17;13;13;10;10;3.309855224;0.606334842;0.633499737;2.493466228;3.588708076;0.573564625;17
24.csv;39;14;14;10;10;3.844301557;0.490842491;0.61677142;3.199145041;3.881909498;0.496768282;17
25.csv;27;14;14;10;10;8.900622656;0.94973545;0.997378006;4.510699289;9.526696411;0.932452152;17
26.csv;27;14;14;10;10;4.89214056;0.685185185;0.822725987;3.424491903;5.260909213;0.659845846;17
27.csv;32;12;12;10;10;6.591828739;0.815104167;0.770622567;4.167351202;7.427133791;0.781912474;17
28.csv;38;12;12;10;10;8.660373613;0.921052632;1.061717091;4.876324105;9.496316264;0.900160841;17
29.csv;11;11;11;10;10;4.74601102;0.842975207;1.054331869;2.868956498;5.9734912;0.795733295;17
3.csv;18;7;7;10;10;1.635699955;0.285714286;0.243710725;2.029911727;1.586472293;0.289627593;17
30.csv;27;14;14;10;10;4.064059216;0.600529101;0.802760448;3.054250463;4.336385149;0.582098485;17
31.csv;17;13;13;10;10;0.867801374;0.190045249;0.096471411;1.237768464;0.652226826;0.214964931;17
32.csv;26;6;6;10;10;7.829994219;0.923076923;1.197388105;4.394548601;9.786101496;0.824710469;17
33.csv;40;14;14;10;10;5.935803926;0.744642857;0.793529468;4.166657912;6.65133958;0.713863165;17
34.csv;17;12;12;10;10;0.987318194;0.225490196;0.119208205;1.342182848;0.876121734;0.231241913;17
35.csv;35;7;7;10;10;8.998960537;0.946938776;1.127211445;4.90081621;10.4563105;0.87769887;17
36.csv;28;7;7;10;10;7.060850016;0.846938776;0.801420274;4.201118079;8.327977313;0.785755048;17
37.csv;33;18;18;10;10;0.926049574;0.126262626;0.098276209;1.47940316;0.716307217;0.146483947;17
38.csv;24;11;11;10;10;6.074007864;0.825757576;0.747059681;3.810586358;7.161078848;0.772720965;17
39.csv;15;12;12;10;10;1.72282558;0.344444444;0.29674286;1.629920008;1.550276246;0.371840244;17
4.csv;31;15;15;10;10;2.237971198;0.311827957;0.35849181;2.252582974;2.043641083;0.324236036;17
40.csv;33;19;19;10;10;1.864453329;0.228070175;0.31261626;1.964922525;1.428338459;0.272153402;17
41.csv;6;18;18;10;10;1.661332493;0.546296296;0.295149641;1.1435049;1.485462053;0.550167811;17
42.csv;19;18;18;10;10;7.137694736;0.944444444;1.101735867;3.963192175;8.699821985;0.899709627;17
43.csv;8;10;10;10;10;0.27098048;0.1625;0.038331611;0.766865583;0.00112236;0.227218767;17
44.csv;33;7;7;10;10;2.24946013;0.272727273;0.248629265;2.762366218;2.174210963;0.271475603;17
45.csv;33;15;15;10;10;8.397449123;0.935353535;1.115676848;4.723990429;9.453163383;0.90345896;17
46.csv;35;15;15;10;10;7.18607247;0.87047619;1.190726379;4.494421012;8.340571759;0.831137419;17
47.csv;34;5;5;10;10;3.300127951;0.317647059;0.463013182;3.341065787;2.765655383;0.370064618;17
48.csv;9;19;19;10;10;2.09210306;0.602339181;0.308551127;1.48099484;2.417814983;0.554080969;17
49.csv;24;12;12;10;10;3.438901532;0.555555556;0.483681274;2.835706259;3.652756299;0.519053829;17
5.csv;31;12;12;10;10;9.724883822;0.948924731;1.099501592;4.706678401;9.822658587;0.946608103;17
50.csv;23;11;11;10;10;7.434042776;0.885375494;0.82458711;4.018420758;8.159311797;0.869757112;17
6.csv;33;20;20;10;10;0.962198296;0.137878788;0.118883661;1.535289621;0.80413686;0.151125592;17
7.csv;14;19;19;10;10;5.147157624;0.796992481;0.958302055;2.947419956;5.440449981;0.813781304;17
8.csv;17;14;14;10;10;2.834282715;0.542016807;0.353259743;2.204970395;2.990235731;0.515809563;17
9.csv;10;15;15;10;10;4.868208681;0.933333333;0.803169223;2.995459138;7.230891137;0.843575067;17
1.csv;31;5;5;10;10;0.317598065;0.058064516;0.036477622;2.63377499;0.392000946;0.049139009;18
10.csv;7;10;10;10;10;6.643573557;1;1.115955518;2.807354842;8.515354735;0.956124794;18
11.csv;26;5;5;10;10;2.487760407;0.261538462;0.433313088;2.828229159;2.003478608;0.312946806;18
12.csv;17;19;19;10;10;4.919122921;0.826625387;0.789219514;3.249704563;6.282601281;0.758724331;18
13.csv;34;7;7;10;10;7.960051476;0.869747899;1.047393165;4.565092519;9.013052038;0.823425512;18
14.csv;11;13;13;10;10;8.513323974;1;1.145804466;3.459431521;9.017853371;0.992014887;18
15.csv;20;17;17;10;10;0.988701854;0.185294118;0.132282424;1.186421444;0.737920321;0.216052907;18
16.csv;11;10;10;10;10;2.426115962;0.590909091;0.320783471;1.870481147;2.935051895;0.525967965;18
17.csv;6;18;18;10;10;1.810728223;0.694444444;0.220774225;1.217601793;2.845201138;0.575030268;18
18.csv;34;19;19;10;10;7.358715828;0.86377709;1.064993867;4.402944533;8.169802372;0.848097082;18
19.csv;11;7;7;10;10;4.289616462;0.792207792;0.840544225;2.758678411;5.74380463;0.706733949;18
2.csv;6;7;7;10;10;4.369348853;0.976190476;0.879736091;2.481426346;8.221336322;0.793576429;18
20.csv;11;18;18;10;10;5.874651598;0.95959596;1.11641695;3.2327342;7.910929764;0.904902199;18
21.csv;13;16;16;10;10;0.538911158;0.177884615;0.05792645;0.712620593;0.327605456;0.214495532;18
22.csv;31;14;14;10;10;4.19046764;0.555299539;0.527325575;3.092687052;4.14723627;0.570305304;18
23.csv;16;11;11;10;10;3.194930581;0.545454545;0.634587875;2.373285075;2.911763189;0.558193506;18
24.csv;33;13;13;10;10;3.935759331;0.526806527;0.636615031;3.149844771;4.027034627;0.525521846;18
25.csv;39;7;7;10;10;9.092518847;0.923076923;0.977148239;4.994088775;10.11145369;0.881048449;18
26.csv;13;19;19;10;10;4.816736463;0.866396761;0.85811456;3.052322452;6.426888008;0.799876975;18
27.csv;28;20;20;10;10;6.860880814;0.835714286;0.788970031;3.987531099;7.41983759;0.833755385;18
28.csv;13;20;20;10;10;7.673368097;0.976923077;1.091951624;3.567715913;8.628892654;0.958419508;18
29.csv;6;5;5;10;10;3.510330832;0.766666667;0.62770269;1.785823501;4.991168671;0.677399739;18
3.csv;21;15;15;10;10;1.671278548;0.298412698;0.224354537;1.691017977;1.501691177;0.307171089;18
30.csv;39;19;19;10;10;4.298423935;0.584345479;0.805084975;3.379766845;4.659320912;0.560388284;18
31.csv;33;12;12;10;10;1.014257206;0.141414141;0.123542391;1.898510677;0.877635232;0.150279393;18
32.csv;34;10;10;10;10;8.197606676;0.923529412;1.172823619;4.753497439;9.601843721;0.866628264;18
33.csv;34;7;7;10;10;5.972513861;0.739495798;0.811811923;4.067039033;6.980901102;0.671616926;18
34.csv;26;12;12;10;10;0.941267851;0.128205128;0.119320563;1.701641361;0.639134903;0.161072174;18
35.csv;36;8;8;10;10;8.987581214;0.930555556;1.107861224;4.874997073;10.02930766;0.886928034;18
36.csv;36;9;9;10;10;7.469579842;0.854938272;0.843311053;4.572279794;8.551266861;0.810707154;18
37.csv;36;13;13;10;10;0.949698004;0.13034188;0.102897741;1.91977976;0.817445071;0.140257238;18
38.csv;5;11;11;10;10;3.603561651;0.981818182;0.558297968;2.231640719;7.557442663;0.791809565;18
39.csv;9;11;11;10;10;1.749034605;0.434343434;0.301255983;1.258336636;1.405382971;0.475727695;18
4.csv;12;12;12;10;10;2.396844445;0.541666667;0.490918119;1.883260865;2.528450417;0.520100006;18
40.csv;17;20;20;10;10;1.985504903;0.394117647;0.339750882;1.705767795;1.771994496;0.407554379;18
41.csv;5;16;16;10;10;1.737081066;0.6625;0.317023701;1.239369975;2.332236497;0.586351578;18
42.csv;24;5;5;10;10;7.134033575;0.825;1.106033831;3.999581212;8.075898352;0.780154485;18
43.csv;40;7;7;10;10;0.149994882;0.039285714;0.021145019;2.504986738;0.215490235;0.043516369;18
44.csv;29;10;10;10;10;2.379582874;0.375862069;0.256105182;2.520388445;2.686546931;0.330512986;18
45.csv;23;6;6;10;10;7.903249867;0.869565217;1.087326038;4.026650625;8.563861131;0.840412479;18
46.csv;25;10;10;10;10;6.893951157;0.832;1.282409349;3.998642447;7.44849431;0.821410693;18
47.csv;16;10;10;10;10;3.242957886;0.5625;0.540422355;2.416767619;3.122903452;0.555831657;18
48.csv;36;17;17;10;10;2.47396934;0.321895425;0.351778522;2.376306955;2.21195643;0.339531468;18
49.csv;20;18;18;10;10;3.298466369;0.575;0.442106956;2.449904324;3.434282889;0.554657313;18
5.csv;26;20;20;10;10;9.326336491;0.955769231;1.069200587;4.46220387;9.516161431;0.943880009;18
50.csv;19;20;20;10;10;6.758514116;0.892105263;0.787025045;3.701495479;7.672788306;0.878403385;18
6.csv;14;17;17;10;10;0.944604751;0.256302521;0.123669516;0.96142832;0.754754592;0.275797435;18
7.csv;36;11;11;10;10;5.786907164;0.694444444;1.017067103;3.953036782;5.960873514;0.688313339;18
8.csv;12;11;11;10;10;2.562513411;0.568181818;0.331008307;2.045017824;2.799134279;0.535438465;18
9.csv;33;5;5;10;10;4.886068938;0.575757576;0.910536878;3.713503637;5.193919748;0.539757614;18
1.csv;40;17;17;10;10;0.253475184;0.05;0.027813304;1.543275464;0.209033869;0.059664865;19
10.csv;18;19;19;10;10;9.341240527;0.994152047;1.113215988;4.136428164;9.69182447;0.968283366;19
11.csv;38;12;12;10;10;2.893183625;0.353070175;0.411697173;2.73040124;2.711746959;0.369548111;19
12.csv;27;19;19;10;10;5.166742769;0.783625731;0.771387845;3.699596614;6.529518501;0.696861689;19
13.csv;9;10;10;10;10;6.759081395;0.977777778;1.183462604;3.062492318;8.405142417;0.939767905;19
14.csv;28;7;7;10;10;9.560008678;0.933673469;1.120157837;4.534855255;9.93165811;0.908148502;19
15.csv;11;8;8;10;10;0.970542902;0.284090909;0.123877828;1.448037109;0.908409543;0.290800335;19
16.csv;27;11;11;10;10;2.253998281;0.313131313;0.283417752;2.209029813;2.054674523;0.332996176;19
17.csv;38;19;19;10;10;2.465369339;0.340720222;0.270521566;2.269259383;2.390384835;0.335546336;19
18.csv;8;5;5;10;10;5.224241847;1;1.26404811;2.999999915;9.549639334;0.790466532;19
19.csv;14;5;5;10;10;4.585888042;0.757142857;0.806730648;2.998467475;6.049164527;0.659745667;19
2.csv;33;18;18;10;10;6.785113934;0.85016835;0.805892924;4.279145394;7.897470765;0.812654163;19
20.csv;12;6;6;10;10;6.267261679;0.958333333;1.188059897;3.412391177;9.088254837;0.831747479;19
21.csv;36;8;8;10;10;0.699965058;0.097222222;0.072193939;2.32651406;0.675920985;0.09946335;19
22.csv;32;20;20;10;10;4.201704373;0.5765625;0.52462337;3.072726332;4.295430599;0.576257743;19
23.csv;16;15;15;10;10;3.170449737;0.608333333;0.621811795;2.396435847;3.43233071;0.577250485;19
24.csv;38;10;10;10;10;3.979670804;0.452631579;0.632364627;3.22607195;3.649591479;0.490540583;19
25.csv;33;8;8;10;10;9.140213605;0.924242424;1.003402126;4.718826091;9.814071278;0.896011627;19
26.csv;23;8;8;10;10;4.521749597;0.657608696;0.728932362;3.201593056;5.002262797;0.614123022;19
27.csv;14;16;16;10;10;6.164130918;0.857142857;0.783016024;3.143953843;6.395063655;0.887823868;19
28.csv;9;14;14;10;10;6.467786001;0.96031746;1.112105306;2.960465185;7.66083043;0.95358053;19
29.csv;14;9;9;10;10;4.513214373;0.746031746;1.026252768;2.891856756;5.170896302;0.713391182;19
3.csv;27;10;10;10;10;1.503324187;0.22962963;0.182507468;2.052401499;1.467792024;0.225061759;19
30.csv;34;9;9;10;10;4.206219682;0.539215686;0.764543719;3.392509541;4.334089972;0.521937735;19
31.csv;28;14;14;10;10;0.973000407;0.168367347;0.121144364;1.66197498;0.938086713;0.162296132;19
32.csv;34;11;11;10;10;8.272657136;0.914438503;1.179017775;4.718593194;9.332045857;0.877984212;19
33.csv;23;11;11;10;10;5.636825569;0.794466403;0.817902084;3.629123881;6.561236713;0.740997141;19
34.csv;13;10;10;10;10;0.789674401;0.215384615;0.098950311;1.162171059;0.624958198;0.242553169;19
35.csv;8;11;11;10;10;6.161642369;0.988636364;0.90018949;2.943570346;8.350135201;0.932097357;19
36.csv;16;10;10;10;10;6.40866703;0.90625;0.818494833;3.572316337;7.950047408;0.853742926;19
37.csv;9;18;18;10;10;1.066893466;0.401234568;0.115330931;0.96616739;1.004848102;0.381444832;19
38.csv;13;15;15;10;10;5.356219596;0.851282051;0.659782622;2.994307468;6.166856877;0.839126042;19
39.csv;25;10;10;10;10;1.916793583;0.288;0.384458419;2.202245478;1.825307693;0.297076961;19
4.csv;31;15;15;10;10;2.237971198;0.311827957;0.35849181;2.252582974;2.043641083;0.324236036;19
40.csv;36;9;9;10;10;1.750619868;0.172839506;0.306266628;2.406371477;1.272519972;0.219385142;19
41.csv;10;5;5;10;10;2.231837433;0.48;0.378324106;2.014763109;2.483462854;0.455781414;19
42.csv;18;10;10;10;10;6.945391486;0.922222222;1.109326239;3.842961624;8.521984039;0.869516204;19
43.csv;10;17;17;10;10;0.270629198;0.141176471;0.04034314;0.514713338;0.001374942;0.208383586;19
44.csv;38;15;15;10;10;2.442647146;0.340350877;0.26782623;2.444078479;2.456410505;0.325153718;19
45.csv;26;9;9;10;10;8.070598948;0.884615385;1.052829827;4.203668041;8.583566123;0.871604598;19
46.csv;22;10;10;10;10;6.839403008;0.913636364;1.278418071;4.051623489;8.737354838;0.835764382;19
47.csv;7;20;20;10;10;3.623231981;0.885714286;0.596084905;2.257830356;5.793069675;0.787604731;19
48.csv;22;18;18;10;10;2.325056199;0.421717172;0.328557387;2.033800729;2.338992445;0.403324318;19
49.csv;36;14;14;10;10;3.254590348;0.446428571;0.44801917;2.870970709;3.38671873;0.432041325;19
5.csv;39;13;13;10;10;9.611575001;0.940828402;1.062581867;4.993736392;9.831338853;0.946243987;19
50.csv;27;11;11;10;10;7.211229908;0.872053872;0.802047239;4.171952223;8.2001068;0.838647793;19
6.csv;35;6;6;10;10;0.954273869;0.080952381;0.120232477;2.702903124;0.602470489;0.118064775;19
7.csv;30;18;18;10;10;5.588948228;0.731481481;1.063613396;3.69347252;5.984344351;0.721080104;19
8.csv;23;11;11;10;10;2.683558447;0.462450593;0.32813306;2.454336214;2.925117264;0.420082493;19
9.csv;15;12;12;10;10;5.039893113;0.861111111;0.864300676;3.316483253;6.769058856;0.77406359;19
1.csv;18;8;8;10;10;0.313963246;0.104166667;0.035298993;1.477962575;0.327766493;0.106086365;20
10.csv;39;18;18;10;10;9.801573765;0.955840456;1.107602057;5.074240813;9.971246119;0.957057592;20
11.csv;10;15;15;10;10;2.581908798;0.633333333;0.334548861;1.902551163;2.892448831;0.59737949;20
12.csv;12;6;6;10;10;4.760750192;0.916666667;0.883976859;3.274791046;8.234916818;0.71820764;20
13.csv;39;17;17;10;10;7.606929798;0.883861237;0.993265812;4.701003257;8.660354785;0.856030411;20
14.csv;28;15;15;10;10;9.335339715;0.954761905;1.09844688;4.588787313;9.642085999;0.946703693;20
15.csv;7;11;11;10;10;1.006705811;0.350649351;0.158939188;0.999423288;0.667983273;0.392087715;20
16.csv;6;12;12;10;10;1.858300894;0.694444444;0.326584362;1.290664426;2.986325819;0.567568963;20
17.csv;32;13;13;10;10;2.536132149;0.355769231;0.28485131;2.445407028;2.515336408;0.3512878;20
18.csv;9;6;6;10;10;6.23650062;1;1.328714915;3.169924911;9.509545035;0.861473306;20
19.csv;11;19;19;10;10;4.431874765;0.889952153;0.844193558;2.916693997;6.543935174;0.796115902;20
2.csv;10;13;13;10;10;6.300169454;0.992307692;0.875290409;3.281949136;8.644783893;0.929410595;20
20.csv;17;18;18;10;10;6.521888802;0.901960784;1.177798221;3.583842526;7.612502233;0.883101939;20
21.csv;26;6;6;10;10;0.362895469;0.044871795;0.041707601;2.220929206;0.148165343;0.067461396;20
22.csv;24;5;5;10;10;4.0415925;0.466666667;0.517178797;3.082594711;3.597226023;0.510078916;20
23.csv;15;7;7;10;10;3.316381488;0.657142857;0.65734822;2.699036731;4.498796932;0.543585778;20
24.csv;38;5;5;10;10;4.093756972;0.447368421;0.636291602;3.536074723;4.108772275;0.447372966;20
25.csv;17;14;14;10;10;8.444097968;0.953781513;1.003213542;3.855858451;8.769820841;0.954754366;20
26.csv;24;9;9;10;10;5.096822356;0.689814815;0.797043845;3.4578365;5.361918267;0.664161212;20
27.csv;38;5;5;10;10;6.683124277;0.668421053;0.743599667;4.182171214;6.508244474;0.700297982;20
28.csv;13;19;19;10;10;7.670974685;0.975708502;1.097841067;3.562546724;8.592728061;0.960534024;20
29.csv;35;7;7;10;10;4.950744169;0.604081633;0.900132273;3.717686489;5.276653616;0.566757556;20
3.csv;29;14;14;10;10;1.745992158;0.253694581;0.220272418;2.003996031;1.572020284;0.261981426;20
30.csv;20;11;11;10;10;3.862634987;0.545454545;0.84176586;2.710207485;3.300973365;0.598086679;20
31.csv;40;8;8;10;10;0.950159756;0.084375;0.111319136;2.57916003;0.60105312;0.123153741;20
32.csv;28;16;16;10;10;7.927504315;0.933035714;1.176279474;4.461267866;9.16937117;0.89327257;20
33.csv;10;16;16;10;10;4.230731347;0.89375;0.778655657;2.77943536;6.437551967;0.791025599;20
34.csv;15;5;5;10;10;0.789712362;0.16;0.098226152;1.78620288;0.680990441;0.186152491;20
35.csv;12;20;20;10;10;7.455594798;0.9875;0.938230644;3.513062475;8.706143894;0.960844559;20
36.csv;12;5;5;10;10;5.491161526;0.85;0.792294791;3.032274757;7.240200045;0.758141806;20
37.csv;15;6;6;10;10;0.913836641;0.155555556;0.097826724;1.617678152;0.593422506;0.212467524;20
38.csv;12;18;18;10;10;5.358611392;0.865740741;0.677501363;2.926403397;6.255857173;0.856642576;20
39.csv;7;16;16;10;10;1.778713541;0.607142857;0.337352202;1.362339214;2.147320171;0.545811199;20
4.csv;11;14;14;10;10;2.373166955;0.532467532;0.496631264;1.802350333;2.229668856;0.545619925;20
40.csv;11;12;12;10;10;1.869340304;0.477272727;0.332932844;1.657672559;1.926438288;0.461190995;20
41.csv;12;14;14;10;10;2.041043137;0.446428571;0.338695629;1.618201464;1.785858013;0.480328712;20
42.csv;9;20;20;10;10;6.050638349;0.988888889;1.183911422;3.105880229;8.209047472;0.938007825;20
43.csv;25;16;16;10;10;0.273974712;0.0975;0.032090534;1.192688882;0.378487542;0.073326717;20
44.csv;40;6;6;10;10;2.329823529;0.25;0.251852689;3.149814991;2.183957188;0.254271795;20
45.csv;13;14;14;10;10;7.954142028;0.945054945;1.227088524;3.441478402;8.01771124;0.967121081;20
46.csv;10;20;20;10;10;6.201854759;0.945;1.457331648;3.039090692;7.45770723;0.933212006;20
47.csv;39;15;15;10;10;3.258838825;0.396581197;0.44521038;2.823192859;3.000647612;0.427717646;20
48.csv;39;16;16;10;10;2.428064534;0.309294872;0.345967516;2.451920968;2.18854386;0.324005544;20
49.csv;27;13;13;10;10;3.425992814;0.541310541;0.497569801;2.882343301;3.817345691;0.499806303;20
5.csv;38;9;9;10;10;9.4871645;0.929824561;1.059764194;4.943304463;9.948221694;0.917833581;20
