id;i;o;parmean;Pvalue;PIC3;PIC4;Fvalue;PICbwtotal;PICbwmeans;HSngroups;HSntot;HSnpergroup;HSvarcomp
0.01;10;8;993.7203958;0.877489592;0.242800478;0.9533747;0.488646662;0.980104832;0.249607968;-0.03786288;-0.004625592;-0.04764749;0
0.01;10;8;1004.747025;0.115282759;0.459801525;1.046526795;1.660497167;1.075868668;0.472693156;0.046137361;0.005931149;0.057224924;0.114449867
0.01;10;8;1001.138976;0.331069729;0.393060644;1.039773606;1.164671462;1.068926137;0.404081036;0.011781793;0.001483291;0.014697417;0.029394826
0.01;10;8;1009.269012;0.462409139;0.347650168;0.99116097;0.982212695;1.01895053;0.357397369;-0.001284225;-0.000160403;-0.001605639;1.03E-14
0.01;10;8;1008.651454;0.576099549;0.325191089;0.990755683;0.846814116;1.018533879;0.334308597;-0.011135536;-0.001382577;-0.013946488;1.28E-15
0.01;10;8;1005.486323;0.67047299;0.302633083;0.979810776;0.74065038;1.007282106;0.311118122;-0.018954996;-0.002342314;-0.023772606;0
0.01;10;8;1001.30375;0.996637995;0.143282269;0.942191545;0.167463039;0.96860813;0.147299529;-0.062702775;-0.00754619;-0.07926872;0
0.01;10;8;1017.038063;0.218462188;0.419589369;1.035099858;1.36994397;1.064121349;0.431353557;0.02620405;0.003328038;0.032608983;0.065217958
0.01;10;8;995.1174237;0.147779146;0.446957985;1.046693308;1.550198641;1.076039849;0.459489518;0.038635081;0.004944073;0.047978969;0.095957913
0.01;10;12;996.2736779;0.508652465;0.278625266;1.001964049;0.922496683;1.020711817;0.283838629;-0.00561246;-0.000466041;-0.004674012;3.52E-15
0.01;10;12;995.4548913;0.579795108;0.264415298;0.992599999;0.841322381;1.011172556;0.269362778;-0.011537956;-9.54E-04;-0.009602101;4.16E-15
0.01;10;12;999.9363036;0.199469461;0.347228955;1.033842112;1.393978829;1.053186351;0.353725962;0.027874013;0.002364418;0.023302502;0.046604974
0.01;10;12;985.8969069;0.672994539;0.245922182;0.981550235;0.738366288;0.99991604;0.250523636;-0.019124165;-1.57E-03;-0.015901387;0
0.01;10;12;989.1367497;0.813984477;0.218373161;0.980315842;0.576375709;0.99865855;0.222459145;-0.03122417;-0.002551008;-0.025925378;0
0.01;10;12;991.06436;0.294109947;0.317253402;1.005711988;1.213387438;1.024529883;0.323189536;0.01523072;0.001281582;0.012714494;0.025428977
0.01;10;12;999.5358877;0.383137877;0.299502061;1.001262175;1.080219925;1.01999681;0.30510605;0.005763558;0.000482059;0.004806157;0.009612317
0.01;10;12;1009.812302;0.999174593;0.10080232;0.978308009;0.1189109;0.996613149;0.102688434;-0.066533283;-0.005315969;-0.055009462;0
0.01;10;12;995.0132972;0.971025422;0.158323727;0.962776942;0.307509992;0.980791479;0.161286125;-0.051766418;-0.004174774;-0.042876568;1.28E-15
0.01;10;12;990.6494464;0.742726266;0.238467863;1.003265514;0.660563429;1.022037634;0.24292984;-0.024910381;-0.002043322;-0.020698453;0
0.01;10;12;1008.425101;0.859214519;0.207283789;0.979768555;0.517512523;0.998101023;0.21116228;-0.035671766;-0.002906189;-0.02960262;0
0.01;10;12;1013.616461;0.048572525;0.402473819;1.027477661;1.977344708;1.046702815;0.410004514;0.067264563;0.005851248;0.056480409;0.112960818
0.01;10;12;993.679434;0.970919398;0.1597846;0.971144838;0.307844939;0.989315947;0.162774332;-0.051740459;-0.004172749;-0.0428552;0
0.01;10;12;1002.401835;0.418840088;0.289937693;0.989572099;1.032685236;1.008088001;0.295362722;0.002353897;0.000196452;0.001962114;0.003924226
0.01;10;12;978.8653633;0.7415367;0.234319946;0.984858789;0.6619158;1.003286501;0.23870431;-0.024809407;-0.00203517;-0.020614797;0
0.01;10;12;995.0189847;0.104802677;0.372681789;1.024069779;1.669778369;1.043231168;0.379655045;0.046765105;0.004014997;0.039178441;0.078356898
0.01;10;12;1008.548228;0.975578824;0.155930821;0.971908902;0.292351733;0.990094308;0.158848445;-0.052942166;-0.004266428;-0.043844217;0
0.01;10;12;1005.506035;0.477450705;0.280900828;0.991848809;0.959545408;1.010407311;0.286156768;-0.002924101;-0.000243223;-0.002435927;4.16E-15
0.01;10;12;999.2469262;0.226850004;0.33191809;1.007423473;1.335695636;1.026273393;0.338128616;0.023817746;0.002015126;0.019902334;0.039804669
0.01;10;12;999.3214663;0.091870162;0.377641662;1.023295423;1.723790982;1.042442322;0.384707722;0.050407503;0.004337805;0.042247086;0.0844942
0.01;10;16;996.7349666;0.08637646;0.328132898;1.017821087;1.731826076;1.032111866;0.332740068;0.050947789;0.003291858;0.032261501;0.064523002
0.01;10;16;1000.587122;0.323760251;0.266837229;0.994866072;1.161547042;1.00883455;0.270583774;0.011560031;0.000727955;0.0072467;0.014493398
0.01;10;16;990.3277768;0.561005813;0.234454814;1.006355168;0.861630039;1.02048496;0.237746692;-0.010050982;-0.0006241;-0.006265433;1.92E-15
0.01;10;16;1002.023444;0.984337118;0.127110993;0.978579728;0.258627913;0.992319537;0.128895702;-0.055564843;-0.003350186;-0.034223334;0
0.01;10;16;995.0910232;0.104889988;0.320760816;1.015808045;1.654462503;1.03007056;0.325264478;0.045728907;0.002944575;0.028918444;0.057836864
0.01;10;16;989.0289;0.226599772;0.289872245;1.0152471;1.328597225;1.02950174;0.293942214;0.023322164;0.001479936;0.014664475;0.02932895
0.01;10;16;995.4784654;0.454443782;0.250121257;1.007417312;0.985473913;1.021562017;0.2536331;-0.001048597;-6.55E-05;-0.000655195;3.52E-15
0.01;10;16;998.4848751;0.68624337;0.212275755;0.990006495;0.724117828;1.003906743;0.215256225;-0.02018036;-0.001244867;-0.012546413;0
0.01;10;16;994.0788937;0.918747947;0.162267511;0.976596069;0.427409538;0.990308027;0.164545838;-0.042533347;-0.00258611;-0.026288035;0
0.01;10;16;993.0473661;0.517403532;0.238194586;0.995719774;0.910994966;1.009700239;0.241538972;-0.006449099;-0.000401384;-0.004023925;3.84E-15
0.01;10;16;987.6763665;0.876310525;0.175992366;0.986355954;0.494812196;1.000204945;0.178463397;-0.037394315;-2.28E-03;-0.023143318;0
0.01;10;16;997.2021571;0.634494353;0.21995056;0.989543714;0.780683538;1.003437464;0.223038789;-0.015996401;-0.000989449;-0.009956104;0
0.01;10;16;989.6447164;0.627559564;0.22231863;0.995595843;0.788258996;1.009574568;0.225440108;-0.01543791;-0.00095525;-0.009609907;9.61E-16
0.01;10;16;1001.928515;0.288137745;0.277098722;1.010599084;1.217729706;1.024788463;0.280989344;0.015537339;0.00098095;0.009749984;0.01949997
0.01;10;16;1006.24808;0.150146855;0.307203055;1.015207505;1.507136582;1.029461588;0.311516359;0.035684779;0.00228277;0.02250899;0.04501798
0.01;10;16;996.6245172;0.090963515;0.333258327;1.039304789;1.711355787;1.053897212;0.337937461;0.04957055;0.003199984;0.031378439;0.062756879
0.01;10;16;992.4133887;0.671659797;0.216550991;0.999442838;0.740095555;1.013475577;0.219591489;-0.018996085;-0.001172712;-0.011813803;3.20E-16
0.01;10;16;1007.344485;0.115203298;0.319248548;1.021749281;1.616541883;1.036095215;0.323730977;4.32E-02;2.77E-03;2.73E-02;0.054548264
0.01;10;16;987.4879947;0.668544765;0.214971158;0.989972775;0.743502168;1.003872548;0.217989474;-0.018743836;-0.001157328;-0.011657699;0
0.01;10;16;993.2819842;0.278106944;0.277767752;1.006617769;1.234469695;1.020751248;0.281667768;0.016718175;0.001056315;0.010494177;0.020988352
0.01;10;20;1003.18689;0.776079801;0.176824867;0.992831245;0.62360444;1.003986652;0.178811664;-0.027675375;-0.001358839;-0.013704971;0
0.01;10;20;1006.742587;0.755235835;0.178421701;0.98359355;0.647615004;0.994645163;0.180426439;-0.025877879;-0.001272081;-0.012822902;6.41E-16
0.01;10;20;1005.920501;0.208954979;0.259319979;1.002524239;1.35995753;1.013788556;0.262233686;0.025509044;0.001297105;0.012867276;0.025734557
